yali1_id,ncbigene,ec,all_kegg_pathways,metabolic_pathways,in_true_metabolic_pathway,in_model,is_expansion_candidate,description
YALI1_D33889g,2910911,2.7.7.2,Riboflavin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Riboflavin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae FAD1 (YDL045C)%3B ancestral locus Anc_3.146,  similar to uniprot|P38913 Saccharomyces cerevisiae YDL045c"
YALI1_D34288g,2910804,2.4.1.16,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,True,True,False,similar to uniprot|P08004 Saccharomyces cerevisiae YNL192w CHS1 chitin synthase I P2.162.f2.1
YALI1_D34865g,2911277,4.3.2.1,"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae ARG4 (YHR018C)%3B ancestral locus Anc_1.354,  highly similar to uniprot|P04076 Saccharomyces cerevisiae "
YALI1_E01793g,2912945,2.6.1.9,"Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Histidine metabolism;Tyrosine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae HIS5 (YIL116W)%3B ancestral locus Anc_2.252,  similar to uniprot|P07172 Saccharomyces cerevisiae YIL116w"
YALI1_E02885g,2912089,3.5.4.25,Riboflavin metabolism;Folate biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Riboflavin metabolism;Folate biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae EAF5 (YEL018W)%3B ancestral locus Anc_1.447,  no similarity"
YALI1_E03387g,2912118,4.2.1.36,Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Peroxisome - yeast,Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,True,True,False,highly similar to DEHA0F08019g Debaryomyces hansenii and uniprot|P49367 Saccharomyces cerevisiae YDR234w LYS4 homoaconitase
YALI1_E03762g,2912131,2.7.7.23;2.7.7.83,Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Metabolic pathways;Biosynthesis of nucleotide sugars,Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Metabolic pathways;Biosynthesis of nucleotide sugars,True,True,False,"similar to uniprot|P43123 Saccharomyces cerevisiae YDL103c QRI1 UDP-N-acetylglucosamine pyrophosphorylase,similar to Saccharomyces cerevisia"
YALI1_E05833g,2912267,6.1.1.22,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to uniprot|P25345 Saccharomyces cerevisiae YCR024c asn-tRNA synthetase mitochondrial,similar to Saccharomyces cerevisiae SLM5 (YCR02"
YALI1_E05907g,2912270,6.1.1.22,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to uniprot|P38707 Saccharomyces cerevisiae YHR019c DED81 asparaginyl-tRNA-synthetase,similar to Saccharomyces cerevisiae DED81 (YHR0"
YALI1_E05929g,2912271,6.1.1.15,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to uniprot|P38708 Saccharomyces cerevisiae Putative prolyl-tRNA synthetase YHR020W,similar to Saccharomyces cerevisiae YHR020W%3B an"
YALI1_E05963g,2912272,3.1.3.15,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"weakly similar to uniprot|P38635 Saccharomyces cerevisiae YFR025c HIS2 histidinol phosphatase,similar to Saccharomyces cerevisiae HIS2 (YFR0"
YALI1_E06015g,2912276,1.1.1.41,Citrate cycle (TCA cycle);Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,Citrate cycle (TCA cycle);Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,True,True,False,"similar to uniprot|P28834 Saccharomyces cerevisiae YNL037c IDH1 isocitrate dehydrogenase (NAD+) subunit 1 mitochondrial,similar to Saccharom"
YALI1_E06759g,2912329,2.5.1.1;2.5.1.10,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P08524 Saccharomyces cerevisiae YJL167w ERG20 farnesyl-pyrophosphate synthetase,similar to Saccharomyces cerevisiae ERG20"
YALI1_E07347g,2912345,2.1.1.17,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|O74787 Schizosaccharomyces pombe SPBC26H8.03 Phosphatidylethanolamine N-methyltransferase,similar to Saccharomyces cerevi"
YALI1_E07506g,2912386,2.7.4.2,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P24521 Saccharomyces cerevisiae YMR220w ERG8 phosphomevalonate kinase,similar to Saccharomyces cerevisiae ERG8 (YMR220W)%"
YALI1_E07744g,2912397,2.2.1.1,Pentose phosphate pathway;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,Pentose phosphate pathway;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,similar to uniprot|P23254 Saccharomyces cerevisiae YPR074c TKL1 transketolase 1 or uniprot|P33315 Saccharomyces cerevisiae YBR117c TKL2 tran
YALI1_E08382g,2912425,2.4.2.19,Nicotinate and nicotinamide metabolism;Metabolic pathways;Biosynthesis of cofactors,Nicotinate and nicotinamide metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae BNA6 (YFR047C)%3B ancestral locus Anc_3.563,  highly similar to uniprot|P43619 Saccharomyces cerevisiae "
YALI1_E08530g,2912429,2.7.1.158,Inositol phosphate metabolism;Metabolic pathways;Phosphatidylinositol signaling system,Inositol phosphate metabolism;Metabolic pathways,True,True,False,"weakly similar to uniprot|Q06667 Saccharomyces cerevisiae YDR315c IPK1 inositol 1 3 4 5 6- pentakisphosphate 2-kinase (IP5 2-kinase),similar"
YALI1_E15432g,2912830,2.1.1.17;2.1.1.71,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae OPI3 (YJR073C)%3B ancestral locus Anc_1.526,  similar to uniprot|P05375 Saccharomyces cerevisiae YJR073c"
YALI1_E15659g,2912845,2.1.1.14,Cysteine and methionine metabolism;Selenocompound metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Cysteine and methionine metabolism;Selenocompound metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,highly similar to uniprot|P05694 Saccharomyces cerevisiae YER091c MET6 5- methyltetrahydropteroyltriglutamate--homocysteine methyltransferas
YALI1_E17162g,2911499,2.7.8.5,Glycerophospholipid metabolism;Metabolic pathways,Glycerophospholipid metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae PGS1 (YCL004W)%3B ancestral locus Anc_1.415,  similar to uniprot|P25578 Saccharomyces cerevisiae YCL004w"
YALI1_E17431g,2911514,2.7.7.41,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Phosphatidylinositol signaling system,Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P38221 Saccharomyces cerevisiae YBR029c CDS1 CDP-diacylglycerol synthase singleton,similar to Saccharomyces cerevisiae CD"
YALI1_E17574g,2911524,6.1.1.14,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae GRS1 (YBR121C) and GRS2 (YPR081C)%3B ancestral locus Anc_3.381,  similar to uniprot|P38088 Saccharomyces"
YALI1_E18269g,2911989,1.14.13.253,Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae CAT5 (YOR125C)%3B ancestral locus Anc_5.445,  similar to uniprot|P41735 Saccharomyces cerevisiae YOR125c"
YALI1_E18961g,2911561,1.14.14.17,Steroid biosynthesis;Sesquiterpenoid and triterpenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Steroid biosynthesis;Sesquiterpenoid and triterpenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ERG1 (YGR175C)%3B ancestral locus Anc_5.185,  similar to uniprot|P32476 Saccharomyces cerevisiae YGR175c"
YALI1_E20192g,2911643,2.3.1.61,Citrate cycle (TCA cycle);Lysine degradation;Tryptophan metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,Citrate cycle (TCA cycle);Lysine degradation;Tryptophan metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,True,True,False,"similar to uniprot|P19262 Saccharomyces cerevisiae YDR148c KGD2 2-oxoglutarate dehydrogenase complex E2 component,similar to Saccharomyces c"
YALI1_E20626g,2911666,1.14.18.5,Sphingolipid metabolism;Metabolic pathways,Sphingolipid metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae SUR2 (YDR297W)%3B ancestral locus Anc_5.314,  some similarities with uniprot|P38992 Saccharomyces cerevi"
YALI1_E20751g,2911672,5.4.99.5,"Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,"similar to uniprot|P32178 Saccharomyces cerevisiae YPR060c ARO7 chorismate mutase,similar to Saccharomyces cerevisiae ARO7 (YPR060C)%3B ance"
YALI1_E21230g,2911691,6.1.1.17,Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to uniprot|P48525 Saccharomyces cerevisiae YOL033w MSE1 glutamyl-tRNA synthetase mitochondrial singleton,similar to Saccharomyces ce"
YALI1_E21345g,2911694,6.1.1.19,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae YDR341C and MSR1 (YHR091C)%3B ancestral locus Anc_5.393,  similar to uniprot|Q05506 Saccharomyces cerevi"
YALI1_E22262g,2911723,2.3.1.39,Fatty acid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,Fatty acid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,True,True,False,"similar to uniprot|Q9UUS5 Colletotrichum gloeosporioides Malonyl CoA-acyl carrier protein transacylase,similar to Saccharomyces cerevisiae M"
YALI1_E22633g,2911736,3.1.4.4,Glycerophospholipid metabolism;Ether lipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Endocytosis,Glycerophospholipid metabolism;Ether lipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae SPO14 (YKR031C)%3B ancestral locus Anc_1.251,  weakly similar to uniprot|P36126 Saccharomyces cerevisiae"
YALI1_E22718g,2911738,2.7.1.108,N-Glycan biosynthesis;Metabolic pathways,N-Glycan biosynthesis;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae SEC59 (YMR013C)%3B ancestral locus Anc_2.560,  some similarities with uniprot|P20048 Saccharomyces cerev"
YALI1_E22736g,2911739,2.3.1.51,Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,similar to uniprot|P33333 Saccharomyces cerevisiae YDL052c SLC1 fatty acyltransferase
YALI1_E24149g,2911812,4.1.1.50,Cysteine and methionine metabolism;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Cysteine and methionine metabolism;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae SPE2 (YOL052C)%3B ancestral locus Anc_8.800,  similar to uniprot|P21182 Saccharomyces cerevisiae YOL052c"
YALI1_E24461g,2911822,4.3.3.6,Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of cofactors,Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,similar to uniprot|Q96X05 Emericella nidulans Sno- type pyridoxine vitamin B6 biosynthetic protein SNO1
YALI1_E25018g,2911849,2.4.1.34,Starch and sucrose metabolism;Metabolic pathways;MAPK signaling pathway - yeast,Starch and sucrose metabolism;Metabolic pathways,True,True,False,uniprot|Q9UVK9 Yarrowia lipolytica 1 3-beta-glucan synthase activity
YALI1_E25443g,2911892,2.7.6.2,Thiamine metabolism;Metabolic pathways;Biosynthesis of cofactors,Thiamine metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae THI80 (YOR143C)%3B ancestral locus Anc_5.479,  weakly similar to uniprot|P35202 Saccharomyces cerevisiae"
YALI1_E25932g,2911962,3.5.1.89,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Metabolic pathways,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Metabolic pathways,True,True,False,"weakly similar to uniprot|P23797 Saccharomyces cerevisiae YMR281w GPI12 N-acetylglucosaminyl phosphatidylinositol deacetylase,similar to Sac"
YALI1_E26811g,2912994,1.1.1.363;1.1.1.49,Pentose phosphate pathway;Glutathione metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,Pentose phosphate pathway;Glutathione metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,True,True,False,"similar to uniprot|P11412 Saccharomyces cerevisiae YNL241c ZWF1 glucose-6-phosphate dehydrogenase,similar to Saccharomyces cerevisiae ZWF1 ("
YALI1_E27144g,2912921,6.1.1.20,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae FRS1 (YLR060W)%3B ancestral locus Anc_8.33,  similar to uniprot|O13432 Candida albicans FRS1 Phenylalany"
YALI1_E29179g,2912550,6.3.2.17,Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors;Folate transport and metabolism,Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae MET7 (YOR241W)%3B ancestral locus Anc_8.669,  similar to uniprot|Q08645 Saccharomyces cerevisiae YOR241w"
YALI1_E29319g,2912657,6.1.1.4,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae CDC60 (YPL160W)%3B ancestral locus Anc_8.683,  similar to uniprot|P26637 Saccharomyces cerevisiae YPL160"
YALI1_E30886g,2912620,4.1.2.13,Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Methane metabolism;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Methane metabolism;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,"similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase,similar to Saccharomyces cerevisiae FBA1 (YKL"
YALI1_E31947g,2912771,1.2.4.1,Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,True,True,False,"similar to Saccharomyces cerevisiae PDB1 (YBR221C)%3B ancestral locus Anc_6.119,  highly similar to uniprot|P32473 Saccharomyces cerevisiae "
YALI1_E33150g,2912232,2.7.1.67,Inositol phosphate metabolism;Metabolic pathways;MAPK signaling pathway - yeast;Phosphatidylinositol signaling system,Inositol phosphate metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae STT4 (YLR305C)%3B ancestral locus Anc_4.50,  similar to uniprot|P37297 Saccharomyces cerevisiae YLR305c "
YALI1_E33633g,2911615,6.1.1.17,Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to uniprot|P46655 Saccharomyces cerevisiae YGL245w Glutamyl-tRNA synthetase cytoplasmic,similar to Saccharomyces cerevisiae GUS1 (YG"
YALI1_E34269g,2911874,6.3.4.4,"Purine metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Nucleotide metabolism;Biosynthesis of cofactors","Purine metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Biosynthesis of cofactors",True,True,False,"similar to uniprot|P80210 Saccharomyces cerevisiae YNL220w ADE12 adenylosuccinate synthetase,similar to Saccharomyces cerevisiae ADE12 (YNL2"
YALI1_E34408g,2911857,6.1.1.1,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,similar to uniprot|P48527 Saccharomyces cerevisiae YPL097W MSY1 Tyrosyl-tRNA synthetase mitochondrial precursor (EC 6.1.1.1) (Tyrosine--tRNA
YALI1_E34425g,2911856,2.7.1.150,Inositol phosphate metabolism;Metabolic pathways;Phosphatidylinositol signaling system;Lysosome biogenesis;Phagocytosis,Inositol phosphate metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae FAB1 (YFR019W)%3B ancestral locus Anc_1.360,  similar to uniprot|P34756 Saccharomyces cerevisiae YFR019w"
YALI1_E35005g,2911918,5.4.2.3,Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars,Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars,True,True,False,"similar to Saccharomyces cerevisiae PCM1 (YEL058W)%3B ancestral locus Anc_6.11,  similar to uniprot|P38628 Saccharomyces cerevisiae YEL058w "
YALI1_E35520g,2911465,6.3.2.2,Cysteine and methionine metabolism;Glutathione metabolism;Metabolic pathways;Biosynthesis of cofactors,Cysteine and methionine metabolism;Glutathione metabolism;Metabolic pathways;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae GSH1 (YJL101C)%3B ancestral locus Anc_1.265,  similar to uniprot|P32477 Saccharomyces cerevisiae YJL101c"
YALI1_E35815g,2912997,1.2.1.41,Arginine and proline metabolism;Carbapenem biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Arginine and proline metabolism;Carbapenem biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"similar to Saccharomyces cerevisiae PRO2 (YOR323C)%3B ancestral locus Anc_7.71,  similar to uniprot|P54885 Saccharomyces cerevisiae YOR323c "
YALI1_E35955g,2912036,6.3.4.10;6.3.4.11;6.3.4.15;6.3.4.9,Biotin metabolism;Metabolic pathways,Biotin metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae BPL1 (YDL141W)%3B ancestral locus Anc_7.315,  similar to uniprot|P48445 Saccharomyces cerevisiae YDL141w"
YALI1_E37764g,2911827,2.4.1.132;2.4.1.257,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,True,True,False,"similar to uniprot|P43636 Saccharomyces cerevisiae YGL065c ALG2 Glycosyltransferase,similar to Saccharomyces cerevisiae ALG2 (YGL065C)%3B an"
YALI1_E39221g,2912628,6.3.2.6,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ADE1 (YAR015W)%3B ancestral locus Anc_3.179,  similar to uniprot|Q9C1J4 Pichia pastoris Phosphoribosylam"
YALI1_E39693g,2912855,1.2.4.2,Citrate cycle (TCA cycle);Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,Citrate cycle (TCA cycle);Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,True,True,False,"similar to Saccharomyces cerevisiae KGD1 (YIL125W)%3B ancestral locus Anc_2.237,  highly similar to uniprot|P20967 Saccharomyces cerevisiae "
YALI1_E40305g,2911476,4.2.1.19,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"similar to uniprot|P06633 Saccharomyces cerevisiae YOR202w HIS3 imidazoleglycerol-phosphate dehydratase singleton,similar to Saccharomyces c"
YALI1_E40471g,2911951,2.4.1.142,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae ALG1 (YBR110W)%3B ancestral locus Anc_3.361,  similar to uniprot|P16661 Saccharomyces cerevisiae YBR110w"
YALI1_F00821g,2908248,6.3.1.2,"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae GLN1 (YPR035W)%3B ancestral locus Anc_7.449,  highly similar to uniprot|P32288 Saccharomyces cerevisiae "
YALI1_F01456g,2908425,7.1.1.2,Oxidative phosphorylation;Metabolic pathways,Oxidative phosphorylation;Metabolic pathways,True,True,False,uniprot|Q9UUT8 Yarrowia lipolytica Subunit NUIM of protein NADH:ubiquinone oxidoreductase (Complex I) (EC 1.6. 99.3)
YALI1_F03527g,2908128,6.1.1.4,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to uniprot|P11325 Saccharomyces cerevisiae YLR382c NAM2 leucine--tRNA ligase precursor mitochondrial,similar to Saccharomyces cerevi"
YALI1_F03803g,2908117,4.2.1.79,Propanoate metabolism;Metabolic pathways;Carbon metabolism,Propanoate metabolism;Metabolic pathways;Carbon metabolism,True,True,False,"similar to Saccharomyces cerevisiae PDH1 (YPR002W)%3B ancestral locus Anc_8.93,  similar to uniprot|Q12428 Saccharomyces cerevisiae YPR002W "
YALI1_F03908g,2907782,6.1.1.11,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae SES1 (YDR023W)%3B ancestral locus Anc_3.251,  highly similar to uniprot|P07284 Saccharomyces cerevisiae "
YALI1_F06018g,2907710,5.3.3.2,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P15496 Saccharomyces cerevisiae YPL117c IDI1 isopentenyl-diphosphate delta-isomerase,similar to Saccharomyces cerevisiae "
YALI1_F06787g,2909028,5.4.99.7,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ERG7 (YHR072W)%3B ancestral locus Anc_5.351,  similar to uniprot|P38604 Saccharomyces cerevisiae YHR072w"
YALI1_F07827g,2908162,5.3.1.16,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,True,True,False,"similar to uniprot|P40545 Saccharomyces cerevisiae YIL020c HIS6 5 Pro-FAR isomerase,similar to Saccharomyces cerevisiae HIS6 (YIL020C)%3B an"
YALI1_F07847g,2908163,5.3.1.1,Glycolysis / Gluconeogenesis;Fructose and mannose metabolism;Inositol phosphate metabolism;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,Glycolysis / Gluconeogenesis;Fructose and mannose metabolism;Inositol phosphate metabolism;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,"similar to Saccharomyces cerevisiae TPI1 (YDR050C)%3B ancestral locus Anc_3.288,  similar to uniprot|P00942 Saccharomyces cerevisiae YDR050c"
YALI1_F08349g,2907969,2.5.1.39,Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to uniprot|P32378 Saccharomyces cerevisiae YNR041c COQ2 para-hydroxybenzoate-polyprenyltransferase,similar to Saccharomyces cerevisi"
YALI1_F09003g,2908426,7.1.1.2,Oxidative phosphorylation;Metabolic pathways,Oxidative phosphorylation;Metabolic pathways,True,True,False,uniprot|Q9UUT7 Yarrowia lipolytica Subunit NUKM of protein NADH:ubiquinone oxidoreductase (Complex I) precursor (EC 1.6.99.3)
