yali1,yali0,geneid,metab_pathways,ec,verdict,in_model
YALI1_C03246g,YALI0C02321g,2909080,,,no_data,no
YALI1_C03261g,,94582826,,,no_data,no
YALI1_C03272g,YALI0C02343g,2909078,,,no_data,no
YALI1_C03286g,,94582827,,,no_data,no
YALI1_C03349g,YALI0C02387g,2909081,,,no_data,no
YALI1_C03360g,,94582828,,,no_data,no
YALI1_C03374g,,94582829,,,no_data,no
YALI1_C03378g,YALI0C02409g,2909082,,,no_data,no
YALI1_C03461g,YALI0C02453g,2909084,,,no_data,no
YALI1_C03513g,YALI0C02497g,2909086,,,no_data,no
YALI1_C03534g,YALI0C02519g,2909089,,,no_data,no
YALI1_C03550g,YALI0C02541g,2909090,,,no_data,no
YALI1_C03596g,YALI0C02585g,2909067,,,no_data,no
YALI1_C03615g,YALI0C02607g,2909091,,,no_data,no
YALI1_C03674g,YALI0C02629g,2909092,,,no_data,no
YALI1_C03696g,,94582830,,,no_data,no
YALI1_C03735g,YALI0C02651g,2909069,,,no_data,no
YALI1_C03821g,,94582831,,,no_data,no
YALI1_C03829r,YALI0C02739r,2909072,,,no_data,no
YALI1_C03842g,YALI0C02761g,2909070,,,no_data,no
YALI1_C03874g,YALI0C02805g,2909075,,,no_data,no
YALI1_C03887g,YALI0C02827g,2909073,,,no_data,no
YALI1_C03933g,YALI0C02871g,2909076,,,no_data,no
YALI1_C03939g,YALI0C02893g,2909052,,,no_data,no
YALI1_C03948g,YALI0C02915g,2909053,,,no_data,no
YALI1_C03969g,YALI0C02937g,2909054,,,no_data,no
YALI1_C04031g,YALI0C02981g,2909056,,,no_data,no
YALI1_C04041g,,94582832,,,no_data,no
YALI1_C04117g,YALI0C03047g,2909059,,,no_data,no
YALI1_C04126g,,94582833,,,no_data,no
YALI1_C04162g,YALI0C03091g,2909061,,,no_data,no
YALI1_C04173r,YALI0C03124r,7009431,,,no_data,no
YALI1_C04201g,YALI0C03135g,2909063,,,no_data,no
YALI1_C04241r,YALI0C03157r,2909064,,,no_data,no
YALI1_C04328g,YALI0C03245g,2909278,,,no_data,no
YALI1_C04351g,YALI0C03267g,94582834,,,no_data,no
YALI1_C04401g,YALI0C03355g,2909280,,,no_data,no
YALI1_C04456r,YALI0C03391r,94582835,,,no_data,no
YALI1_C04531g,YALI0C03421g,90949604,,,no_data,no
YALI1_C04532g,,94582836,,,no_data,no
YALI1_C04577t,,94582837,,,no_data,no
YALI1_C04599t,YALI0C03498g,94582838,,,no_data,no
YALI1_C04672g,YALI0C03520g,2909289,,,no_data,no
YALI1_C04690g,YALI0C03542g,2909287,,,no_data,no
YALI1_C04720g,YALI0C03564g,2909907,,,no_data,no
YALI1_C04771g,YALI0C03586g,2909908,,,no_data,no
YALI1_C04778g,,94582839,,,no_data,no
YALI1_C04818g,YALI0C03630g,2909910,,,no_data,no
YALI1_C04868g,,94582840,,,no_data,no
YALI1_C04925g,YALI0C03696g,2909913,,,no_data,no
YALI1_C04938g,,94582841,,,no_data,no
YALI1_C04962g,YALI0C03718g,2909914,,,no_data,no
YALI1_C05022g,YALI0C03806g,2909918,,,no_data,no
YALI1_C05088g,YALI0C03828g,2909919,,,no_data,no
YALI1_C05178g,YALI0C03894g,2909674,,,no_data,no
YALI1_C05204g,YALI0C03916g,2909675,,,no_data,no
YALI1_C05252g,YALI0C03982g,2909677,,,no_data,no
YALI1_C05296g,YALI0C04026g,2909679,,,no_data,no
YALI1_C05323g,,90949603,,,no_data,no
YALI1_C05347g,YALI0C04048g,2909680,,,no_data,no
YALI1_C05372g,YALI0C04070g,2909681,,,no_data,no
YALI1_C05423g,YALI0C04114g,2909683,,,no_data,no
YALI1_C05494g,YALI0C04136g,2909684,,,no_data,no
YALI1_C05507g,,94582842,,,no_data,no
YALI1_C05562g,,94582843,,,no_data,no
YALI1_C05636g,YALI0C04213g,2909395,,,no_data,no
YALI1_C05649g,YALI0C04235g,2909393,,,no_data,no
YALI1_C05710g,YALI0C04257g,2909394,,,no_data,no
YALI1_C05734g,YALI0C04279g,2909397,,,no_data,no
YALI1_C05756g,,94582844,,,no_data,no
YALI1_C05757g,YALI0C04301g,2909396,,,no_data,no
YALI1_C05789g,YALI0C04323g,2909400,,,no_data,no
YALI1_C05813g,YALI0C04345g,2909398,,,no_data,no
YALI1_C05837g,,94582845,,,no_data,no
YALI1_C05857g,YALI0C04389g,2909644,,,no_data,no
YALI1_C05880g,YALI0C04411g,2909645,,,no_data,no
YALI1_C05931g,YALI0C04455g,2909647,,,no_data,no
YALI1_C06023g,,90949602,,,no_data,no
YALI1_C06032g,YALI0C04521g,2909650,,,no_data,no
YALI1_C06041g,YALI0C04543g,2909651,,,no_data,no
YALI1_C06071g,YALI0C04565g,2909652,,,no_data,no
YALI1_C06118g,,94582846,,,no_data,no
YALI1_C06137g,YALI0C04620g,2909655,,,no_data,no
YALI1_C06179r,YALI0C04642r,2909656,,,no_data,no
YALI1_C06191g,YALI0C04686g,90949561,,,no_data,no
YALI1_C06201g,YALI0C04686g,94582847,,,no_data,no
YALI1_C06211g,,94582848,,,no_data,no
YALI1_C06244r,YALI0C04763r,7009432,,,no_data,no
YALI1_C06259g,YALI0C04774g,2909541,,,no_data,no
YALI1_C06298g,YALI0C04796g,2909542,,,no_data,no
YALI1_C06301g,,94582849,,,no_data,no
YALI1_C06328g,YALI0C04818g,2909543,,,no_data,no
YALI1_C06368g,YALI0C04884g,2909545,,,no_data,no
YALI1_C06384r,,90949527,,,no_data,no
YALI1_C06394g,YALI0C04906g,2909546,,,no_data,no
YALI1_C06435r,YALI0C04994r,2909549,,,no_data,no
YALI1_C06459g,YALI0C05038g,2909550,,,no_data,no
YALI1_C06486g,YALI0C05060g,2909551,,,no_data,no
YALI1_C06532g,YALI0C05104g,2909553,,,no_data,no
YALI1_C06548g,YALI0C05126g,2909554,,,no_data,no
YALI1_C06645r,,94582850,,,no_data,no
YALI1_C06655g,YALI0C05236g,94582851,,,no_data,no
YALI1_C06724g,,90949562,,,no_data,no
YALI1_C06735r,YALI0C05313r,7009433,,,no_data,no
YALI1_C06753g,,94582852,,,no_data,no
YALI1_C06770g,YALI0C05324g,2909374,,,no_data,no
YALI1_C06929g,YALI0C05390g,90949564,,,no_data,no
YALI1_C06973g,YALI0C05489g,2910097,,,no_data,no
YALI1_C06994g,YALI0C05500g,7009434,,,no_data,no
YALI1_C07028g,YALI0C05511g,2910098,,,no_data,no
YALI1_C07063g,,94582853,,,no_data,no
YALI1_C07077g,YALI0C05533g,2910099,,,no_data,no
YALI1_C07081g,,94582854,,,no_data,no
YALI1_C07087r,YALI0C05544r,7009435,,,no_data,no
YALI1_C07117g,YALI0C05577g,2910101,,,no_data,no
YALI1_C07137g,YALI0C05599g,2910102,,,no_data,no
YALI1_C07152g,,94582855,,,no_data,no
YALI1_C07170g,YALI0C05621g,2910103,,,no_data,no
YALI1_C07199g,YALI0C05643g,2910104,,,no_data,no
YALI1_C07216g,,94582856,,,no_data,no
YALI1_C07223g,,94582857,,,no_data,no
YALI1_C07288g,YALI0C05687g,94582858,,,no_data,no
YALI1_C07397g,YALI0C05731g,2910108,,,no_data,no
YALI1_C07481g,YALI0C05797g,2909801,,,no_data,no
YALI1_C07495g,YALI0C05819g,2909802,,,no_data,no
YALI1_C07516g,,94582859,,,no_data,no
YALI1_C07519g,YALI0C05841g,2909800,,,no_data,no
YALI1_C07534g,YALI0C05863g,2909805,,,no_data,no
YALI1_C07562g,YALI0C05885g,2909803,,,no_data,no
YALI1_C07592g,YALI0C05907g,2909804,,,no_data,no
YALI1_C07613g,YALI0C05929g,2909807,,,no_data,no
YALI1_C07614g,,94582860,,,no_data,no
YALI1_C07664g,,94582861,,,no_data,no
YALI1_C07670g,YALI0C05973g,2909808,,,no_data,no
YALI1_C07691g,,94582862,,,no_data,no
YALI1_C07721g,YALI0C05995g,2909809,,,no_data,no
YALI1_C07758g,YALI0C06017g,2909810,,,no_data,no
YALI1_C07840g,,94582863,,,no_data,no
YALI1_C07872g,,94582864,,,no_data,no
YALI1_C07894g,YALI0C06105g,2909234,,,no_data,no
YALI1_C08040g,YALI0C06193g,2909239,,,no_data,no
YALI1_C08065g,YALI0C06215g,2909240,,,no_data,no
YALI1_C08106g,YALI0C06237g,2909241,,,no_data,no
YALI1_C08151g,YALI0C06259g,2909242,,,no_data,no
YALI1_C08218g,YALI0C06325g,2909307,,,no_data,no
YALI1_C08245g,,94582865,,,no_data,no
YALI1_C08275g,,94582866,,,no_data,no
YALI1_C08298g,YALI0C06391g,2909310,,,no_data,no
YALI1_C08688r,YALI0C06468r,2909315,,,no_data,no
YALI1_C08748g,YALI0C06512g,2909317,,,no_data,no
YALI1_C08791g,YALI0C06556g,2909319,,,no_data,no
YALI1_C08834g,YALI0C06578g,2909320,,,no_data,no
YALI1_C08882g,YALI0C06600g,2909215,,,no_data,no
YALI1_C08893g,YALI0C06622g,2909216,,,no_data,no
YALI1_C08922g,YALI0C06644g,94582867,,,no_data,no
YALI1_C08923g,,2909217,,,no_data,no
YALI1_C08942r,YALI0C06688r,7009436,,,no_data,no
YALI1_C08952g,YALI0C06710g,2909219,,,no_data,no
YALI1_C08983g,YALI0C06732g,2909220,,,no_data,no
YALI1_C09133g,YALI0C06842g,94582869,,,no_data,no
YALI1_C09137g,,94582870,,,no_data,no
YALI1_C09181g,,94582871,,,no_data,no
YALI1_C09195g,,94582872,,,no_data,no
YALI1_C09200g,YALI0C06864g,2909226,,,no_data,no
YALI1_C09230g,YALI0C06886g,2909227,,,no_data,no
YALI1_C09260g,YALI0C06908g,2909228,,,no_data,no
YALI1_C09343g,YALI0C06974g,2909231,,,no_data,no
YALI1_C09415g,YALI0C07040g,2910040,,,no_data,no
YALI1_C09451g,YALI0C07062g,2910041,,,no_data,no
YALI1_C09552g,YALI0C07172g,2910045,,,no_data,no
YALI1_C09606g,YALI0C07194g,2910046,,,no_data,no
YALI1_C09627r,YALI0C07227r,7009438,,,no_data,no
YALI1_C09639g,YALI0C07238g,2910048,,,no_data,no
YALI1_C09642g,YALI0C07260g,94582873,,,no_data,no
YALI1_C09667g,YALI0C07282g,2910023,,,no_data,no
YALI1_C09696g,YALI0C07304g,2910024,,,no_data,no
YALI1_C09750g,YALI0C07348g,2910026,,,no_data,no
YALI1_C09781t,,94582874,,,no_data,no
YALI1_C09803t,,94582875,,,no_data,no
YALI1_C09878g,,94582876,,,no_data,no
YALI1_C09885g,,94582877,,,no_data,no
YALI1_C09923g,YALI0C07502g,2909402,,,no_data,no
YALI1_C09950g,YALI0C07524g,2910030,,,no_data,no
YALI1_C09977g,YALI0C07546g,2910031,,,no_data,no
YALI1_C10016g,YALI0C07568g,2910032,,,no_data,no
YALI1_C10041g,YALI0C07590g,2910033,,,no_data,no
YALI1_C10086g,,94582878,,,no_data,no
YALI1_C10121g,YALI0C07612g,2910034,,,no_data,no
YALI1_C10133g,,94582879,,,no_data,no
YALI1_C10173g,YALI0C07634g,2910035,,,no_data,no
YALI1_C10203g,YALI0C07656g,2910036,,,no_data,no
YALI1_C10318g,YALI0C07744g,2909774,,,no_data,no
YALI1_C10345g,YALI0C07777g,2909776,,,no_data,no
YALI1_C10382g,,94582880,,,no_data,no
YALI1_C10385g,YALI0C07821g,2909777,,,no_data,no
YALI1_C10463g,YALI0C07843g,2909778,,,no_data,no
YALI1_C10480g,YALI0C07865g,2909779,,,no_data,no
YALI1_C10497g,YALI0C07909g,2909781,,,no_data,no
YALI1_C10534g,YALI0C07931g,94582881,,,no_data,no
YALI1_C10591t,,94582882,,,no_data,no
YALI1_C10612t,,94582883,,,no_data,no
YALI1_C10675g,YALI0C07975g,2909784,,,no_data,no
YALI1_C10730g,YALI0C08052g,2909480,,,no_data,no
YALI1_C10787g,YALI0C08096g,94582884,,,no_data,no
YALI1_C10806g,YALI0C08096g,2909482,,,no_data,no
YALI1_C10860g,YALI0C08118g,2909483,,,no_data,no
YALI1_C10990g,YALI0C08140g,2909484,,,no_data,no
YALI1_C11057g,,94582885,,,no_data,no
YALI1_C11077g,YALI0C08184g,2909485,,,no_data,no
YALI1_C11096g,YALI0C08206g,2909486,,,no_data,no
YALI1_C11100g,YALI0C08220g,2909487,,,no_data,no
YALI1_C11131g,YALI0C08228g,2909488,,,no_data,no
YALI1_C11203g,YALI0C08250g,94582886,,,no_data,no
YALI1_C11234g,YALI0C08283g,2909491,,,no_data,no
YALI1_C11241g,,94582887,,,no_data,no
YALI1_C11352g,,94582888,,,no_data,no
YALI1_C11365g,,94582889,,,no_data,no
YALI1_C11382g,,2909321,,,no_data,no
YALI1_C11441g,YALI0C08349g,2909322,,,no_data,no
YALI1_C11501g,YALI0C08371g,2909323,,,no_data,no
YALI1_C11552g,YALI0C08415g,2909325,,,no_data,no
YALI1_C11581g,YALI0C08437g,2909326,,,no_data,no
YALI1_C11589g,YALI0C08459g,2909327,,,no_data,no
YALI1_C11694g,YALI0C08473g,94582890,,,no_data,no
YALI1_C11707g,,90949597,,,no_data,no
YALI1_C11744g,YALI0C08547g,2909331,,,no_data,no
YALI1_C11819g,YALI0C08591g,2909333,,,no_data,no
YALI1_C11836g,YALI0C08613g,2909334,,,no_data,no
YALI1_C11843g,,94582891,,,no_data,no
YALI1_C11862g,YALI0C08635g,2909335,,,no_data,no
YALI1_C11883g,YALI0C08657g,2909336,,,no_data,no
YALI1_C11902g,YALI0C08679g,2909337,,,no_data,no
YALI1_C11954g,YALI0C08745g,2910014,,,no_data,no
YALI1_C11970g,YALI0C08767g,2910015,,,no_data,no
YALI1_C12007g,YALI0C08782g,2910016,,,no_data,no
YALI1_C12038g,YALI0C08833g,2910018,,,no_data,no
YALI1_C12044t,,94582892,,,no_data,no
YALI1_C12066t,,94582893,,,no_data,no
YALI1_C12121g,YALI0C08855g,2910019,,,no_data,no
YALI1_C12140g,YALI0C08877g,2910020,,,no_data,no
YALI1_C12170g,YALI0C08899g,2910021,,,no_data,no
YALI1_C12194g,YALI0C08921g,2910022,,,no_data,no
YALI1_C12317g,YALI0C08965g,2909703,,,no_data,no
YALI1_C12333g,YALI0C08987g,2909704,,,no_data,no
YALI1_C12370r,YALI0C08998r,7009441,,,no_data,no
YALI1_C12406g,YALI0C09009g,2909705,,,no_data,no
YALI1_C12433g,,94582894,,,no_data,no
YALI1_C12441g,,94582895,,,no_data,no
YALI1_C12474g,,94582896,,,no_data,no
YALI1_C12513g,YALI0C09031g,2909706,,,no_data,no
YALI1_C12549r,YALI0C09064r,7009442,,,no_data,no
YALI1_C12559r,YALI0C09075r,2909708,,,no_data,no
YALI1_C12570t,,94582897,,,no_data,no
YALI1_C12682g,,94582898,,,no_data,no
YALI1_C12686g,,94582899,,,no_data,no
YALI1_C12725g,YALI0C09185g,2909712,,,no_data,no
YALI1_C12755g,,90949596,,,no_data,no
YALI1_C12834g,,94582900,,,no_data,no
YALI1_C12845g,YALI0C09232g,2909715,,,no_data,no
YALI1_C12883g,YALI0C09240g,2909755,,,no_data,no
YALI1_C12900g,YALI0C09262g,2909756,,,no_data,no
YALI1_C12941g,YALI0C09284g,2909757,,,no_data,no
YALI1_C12970g,YALI0C09299g,90949569,,,no_data,no
YALI1_C13007g,YALI0C09350g,2909761,,,no_data,no
YALI1_C13026g,YALI0C09372g,2909762,,,no_data,no
YALI1_C13038g,YALI0C09394g,2909763,,,no_data,no
YALI1_C13071r,YALI0C09405r,7009443,,,no_data,no
YALI1_C13106g,YALI0C09460g,2909766,,,no_data,no
YALI1_C13142g,,94582901,,,no_data,no
YALI1_C13162g,YALI0C09482g,2909767,,,no_data,no
YALI1_C13227g,YALI0C09526g,2909769,,,no_data,no
YALI1_C13241g,YALI0C09548g,2909770,,,no_data,no
YALI1_C13284g,YALI0C09592g,2909786,,,no_data,no
YALI1_C13302g,YALI0C09614g,2909787,,,no_data,no
YALI1_C13389g,,94582902,,,no_data,no
YALI1_C13397g,,94582903,,,no_data,no
YALI1_C13453g,YALI0C09680g,2909790,,,no_data,no
YALI1_C13500g,,94582904,,,no_data,no
YALI1_C13506g,YALI0C09702g,90949595,,,no_data,no
YALI1_C13510g,,94582905,,,no_data,no
YALI1_C13560g,YALI0C09757g,2909794,,,no_data,no
YALI1_C13565g,,94582906,,,no_data,no
YALI1_C13578g,,94582907,,,no_data,no
YALI1_C13611g,,94582908,,,no_data,no
YALI1_C13642g,YALI0C09779g,2909795,,,no_data,no
YALI1_C13652g,YALI0C09801g,2909796,,,no_data,no
YALI1_C13676g,,94582909,,,no_data,no
YALI1_C13689g,YALI0C09823g,2909797,,,no_data,no
YALI1_C13726g,YALI0C09845g,2909446,,,no_data,no
YALI1_C13741t,YALI0C09867t,,,,no_data,no
YALI1_C13817g,YALI0C09904g,2909448,,,no_data,no
YALI1_C13856g,YALI0C09933g,2909449,,,no_data,no
YALI1_C13879g,YALI0C09966g,94582910,,,no_data,no
YALI1_C13890g,YALI0C09988g,2909452,,,no_data,no
YALI1_C13910g,,94582911,,,no_data,no
YALI1_C13919g,,94582912,,,no_data,no
YALI1_C13928g,,94582913,,,no_data,no
YALI1_C13973g,YALI0C10010g,2909453,,,no_data,no
YALI1_C14024g,,94582914,,,no_data,no
YALI1_C14027g,,94582915,,,no_data,no
YALI1_C14106g,YALI0C10054g,2909455,,,no_data,no
YALI1_C14125g,YALI0C10076g,2909456,,,no_data,no
YALI1_C14147g,,94582916,,,no_data,no
YALI1_C14183g,YALI0C10120g,2909458,,,no_data,no
YALI1_C14228g,YALI0C10135g,7009445,,,no_data,no
YALI1_C14249g,,94582917,,,no_data,no
YALI1_C14273g,YALI0C10142g,2909459,,,no_data,no
YALI1_C14284g,,94582918,,,no_data,no
YALI1_C14290r,YALI0C10164r,2909460,,,no_data,no
YALI1_C14332g,,94582919,,,no_data,no
YALI1_C14369g,YALI0C10208g,2909461,,,no_data,no
YALI1_C14390g,,94582920,,,no_data,no
YALI1_C14402r,YALI0C10219r,7009446,,,no_data,no
YALI1_C14433g,,94582921,,,no_data,no
YALI1_C14498g,YALI0C10252g,2909463,,,no_data,no
YALI1_C14500g,YALI0C10274g,94582922,,,no_data,no
YALI1_C14516g,,90949571,,,no_data,no
YALI1_C14543g,,94582923,,,no_data,no
YALI1_C14547t,YALI0C10292t,,,,no_data,no
YALI1_C14595g,YALI0C10311g,2909465,,,no_data,no
YALI1_C14641g,,94582924,,,no_data,no
YALI1_C14648g,YALI0C10340g,90949572,,,no_data,no
YALI1_C14691r,YALI0C10384r,7009448,,,no_data,no
YALI1_C14709g,YALI0C10428g,2909469,,,no_data,no
YALI1_C14725g,,94582925,,,no_data,no
YALI1_C14738g,YALI0C10450g,2909470,,,no_data,no
YALI1_C14818g,YALI0C10516g,2909473,,,no_data,no
YALI1_C14823g,YALI0C10538g,94582926,,,no_data,no
YALI1_C14843g,YALI0C10560g,90949573,,,no_data,no
YALI1_C14859g,,94582927,,,no_data,no
YALI1_C14910g,,94582928,,,no_data,no
YALI1_C14931g,YALI0C10626g,2909478,,,no_data,no
YALI1_C14949r,YALI0C10637r,7009449,,,no_data,no
YALI1_C15021g,YALI0C10648g,94582929,,,no_data,no
YALI1_C15084g,YALI0C10714g,2909359,,,no_data,no
YALI1_C15105g,YALI0C10736g,2909360,,,no_data,no
YALI1_C15115g,YALI0C10758g,2909361,,,no_data,no
YALI1_C15263t,YALI0C10868g,94582930,,,no_data,no
YALI1_C15284t,YALI0C10879g,94582931,,,no_data,no
YALI1_C15307g,,94582932,,,no_data,no
YALI1_C15322g,YALI0C10923g,2909367,,,no_data,no
YALI1_C15369g,,94582933,,,no_data,no
YALI1_C15377g,,94582934,,,no_data,no
YALI1_C15388g,,94582935,,,no_data,no
YALI1_C15412g,,94582936,,,no_data,no
YALI1_C15445g,YALI0C11011g,2909136,,,no_data,no
YALI1_C15454g,,94582937,,,no_data,no
YALI1_C15465g,YALI0C11033g,2909137,,,no_data,no
YALI1_C15489g,YALI0C11055g,2909138,,,no_data,no
YALI1_C15492g,YALI0C11077g,2909139,,,no_data,no
YALI1_C15516g,,94582938,,,no_data,no
YALI1_C15532g,,94582939,,,no_data,no
YALI1_C15540g,,94582940,,,no_data,no
YALI1_C15556g,YALI0C11121g,94582941,,,no_data,no
YALI1_C15610g,YALI0C11165g,2909144,,,no_data,no
YALI1_C15611g,,94582942,,,no_data,no
YALI1_C15649r,YALI0C11198r,7009450,,,no_data,no
YALI1_C15674g,YALI0C11209g,2909146,,,no_data,no
YALI1_C15707g,YALI0C11253g,2909148,,,no_data,no
YALI1_C15745g,YALI0C11275g,94582943,,,no_data,no
YALI1_C15803g,YALI0C11319g,2909420,,,no_data,no
YALI1_C15832g,YALI0C11341g,2909421,,,no_data,no
YALI1_C15947g,,94582944,,,no_data,no
YALI1_C15964g,YALI0C11385g,2909423,,,no_data,no
YALI1_C16091g,YALI0C11451g,2909426,,,no_data,no
YALI1_C16099g,,94582945,,,no_data,no
YALI1_C16133g,,94582946,,,no_data,no
YALI1_C16183g,YALI0C11517g,2909429,,,no_data,no
YALI1_C16255g,YALI0C11583g,2909432,,,no_data,no
YALI1_C16275g,YALI0C11605g,2909433,,,no_data,no
YALI1_C16283g,,94582947,,,no_data,no
YALI1_C16294g,YALI0C11627g,94582948,,,no_data,no
YALI1_C16333g,YALI0C11671g,2909264,,,no_data,no
YALI1_C16347g,,94582949,,,no_data,no
YALI1_C16352g,,94582950,,,no_data,no
YALI1_C16378g,YALI0C11693g,2909265,,,no_data,no
YALI1_C16420g,,90949491,,,no_data,no
YALI1_C16431g,YALI0C11781g,2909268,,,no_data,no
YALI1_C16515g,YALI0C11825g,2909270,,,no_data,no
YALI1_C16526g,YALI0C11836g,94582951,,,no_data,no
YALI1_C16572g,YALI0C11858g,2909272,,,no_data,no
YALI1_C16637r,YALI0C11902r,2909274,,,no_data,no
YALI1_C16648g,,94582952,,,no_data,no
YALI1_C16653g,YALI0C11946g,2909275,,,no_data,no
YALI1_C16688g,,94582953,,,no_data,no
YALI1_C16694g,,94582954,,,no_data,no
YALI1_C16712g,YALI0C11968g,2910109,,,no_data,no
YALI1_C16770g,YALI0C12012g,2910111,,,no_data,no
YALI1_C16809g,,94582955,,,no_data,no
YALI1_C16827g,,94582956,,,no_data,no
YALI1_C16851g,YALI0C12034g,2910112,,,no_data,no
YALI1_C16961g,YALI0C12100g,2910115,,,no_data,no
YALI1_C16969g,,94582957,,,no_data,no
YALI1_C16982g,,94582958,,,no_data,no
YALI1_C17031g,YALI0C12122g,2909574,,,no_data,no
YALI1_C17078g,YALI0C12166g,2910117,,,no_data,no
YALI1_C17091g,YALI0C12188g,94582959,,,no_data,no
YALI1_C17133g,,94582960,,,no_data,no
YALI1_C17163g,YALI0C12232g,2910120,,,no_data,no
YALI1_C17187g,YALI0C12254g,2910121,,,no_data,no
YALI1_C17216g,,94582961,,,no_data,no
YALI1_C17220g,,94582962,,,no_data,no
YALI1_C17238g,YALI0C12276g,2910122,,,no_data,no
YALI1_C17260r,YALI0C12309r,7009451,,,no_data,no
YALI1_C17285r,YALI0C12320r,2910124,,,no_data,no
YALI1_C17295g,,94582963,,,no_data,no
YALI1_C17307g,,94582964,,,no_data,no
YALI1_C17314g,,94582965,,,no_data,no
YALI1_C17343g,,94582966,,,no_data,no
YALI1_C17354g,,94582967,,,no_data,no
YALI1_C17411g,YALI0C12342g,2910125,,,no_data,no
YALI1_C17419g,,94582968,,,no_data,no
YALI1_C17423g,,94582969,,,no_data,no
YALI1_C17440g,,94582970,,,no_data,no
YALI1_C17453g,YALI0C12364g,2909380,,,no_data,no
YALI1_C17498g,,94582971,,,no_data,no
YALI1_C17514g,,94582972,,,no_data,no
YALI1_C17519g,,94582973,,,no_data,no
YALI1_C17524g,,94582974,,,no_data,no
YALI1_C17537g,,94582975,,,no_data,no
YALI1_C17580g,YALI0C12408g,2909382,,,no_data,no
YALI1_C17609g,YALI0C12430g,2909383,,,no_data,no
YALI1_C17640g,,90949516,,,no_data,no
YALI1_C17700g,YALI0C12496g,2909386,,,no_data,no
YALI1_C17719g,YALI0C12518g,2909387,,,no_data,no
YALI1_C17728g,YALI0C12551g,2909389,,,no_data,no
YALI1_C17763g,YALI0C12573g,2909390,,,no_data,no
YALI1_C17782g,YALI0C12595g,2909506,,,no_data,no
YALI1_C17904g,YALI0C12727g,94582976,,,no_data,no
YALI1_C17995g,YALI0C12881g,2909517,,,no_data,no
YALI1_C18073g,YALI0C12947g,2909519,,,no_data,no
YALI1_C18082g,,94582977,,,no_data,no
YALI1_C18099g,YALI0C12980g,2909521,,,no_data,no
YALI1_C18100g,,94582978,,,no_data,no
YALI1_C18161g,,94582979,,,no_data,no
YALI1_C18162g,YALI0C13002g,94582980,,,no_data,no
YALI1_C18209g,YALI0C13024g,2909523,,,no_data,no
YALI1_C18268g,YALI0C13112g,2909525,,,no_data,no
YALI1_C18365g,,94582981,,,no_data,no
YALI1_C18378g,,94582982,,,no_data,no
YALI1_C18380g,,94582983,,,no_data,no
YALI1_C18383g,,94582984,,,no_data,no
YALI1_C18391g,,94582985,,,no_data,no
YALI1_C18396g,YALI0C13178g,2909527,,,no_data,no
YALI1_C18431g,,94582986,,,no_data,no
YALI1_C18435g,,94582987,,,no_data,no
YALI1_C18439r,YALI0C13200r,2909528,,,no_data,no
YALI1_C18458r,,94582989,,,no_data,no
YALI1_C18478g,YALI0C13244g,2909529,,,no_data,no
YALI1_C18580g,,94582990,,,no_data,no
YALI1_C18584g,YALI0C13332g,94582991,,,no_data,no
YALI1_C18609r,YALI0C13376r,2909534,,,no_data,no
YALI1_C18621g,,94582992,,,no_data,no
YALI1_C18668g,YALI0C13420g,2909536,,,no_data,no
YALI1_C18672g,,94582993,,,no_data,no
YALI1_C18699g,,94582994,,,no_data,no
YALI1_C18713g,,94582995,,,no_data,no
YALI1_C18726g,,94582996,,,no_data,no
YALI1_C18730g,,94582997,,,no_data,no
YALI1_C18750g,YALI0C13442g,2909537,,,no_data,no
YALI1_C18757g,,94582998,,,no_data,no
YALI1_C18787g,,94582999,,,no_data,no
YALI1_C18791g,,94583000,,,no_data,no
YALI1_C18806g,YALI0C13530g,2909203,,,no_data,no
YALI1_C18837g,YALI0C13552g,2909204,,,no_data,no
YALI1_C18878g,,94583001,,,no_data,no
YALI1_C18928r,YALI0C13684r,94583002,,,no_data,no
YALI1_C18932t,,94583003,,,no_data,no
YALI1_C18948t,,90949588,,,no_data,no
YALI1_C19049r,YALI0C13717r,7009453,,,no_data,no
YALI1_C19058g,,94583004,,,no_data,no
YALI1_C19072g,,94583005,,,no_data,no
YALI1_C19105g,,94583006,,,no_data,no
YALI1_C19123g,YALI0C13728g,94583007,,,no_data,no
YALI1_C19151g,YALI0C13750g,2909212,,,no_data,no
YALI1_C19166g,,94583008,,,no_data,no
YALI1_C19181g,,94583009,,,no_data,no
YALI1_C19279r,YALI0C13772r,2909213,,,no_data,no
YALI1_C19316g,YALI0C13794g,2909214,,,no_data,no
YALI1_C19335g,,94583010,,,no_data,no
YALI1_C19348g,YALI0C13816g,2909716,,,no_data,no
YALI1_C19369g,,94583011,,,no_data,no
YALI1_C19376g,,94583012,,,no_data,no
YALI1_C19395g,,90949492,,,no_data,no
YALI1_C19417g,,94583013,,,no_data,no
YALI1_C19422g,,94583014,,,no_data,no
YALI1_C19450g,,90949494,,,no_data,no
YALI1_C19464g,YALI0C13838g,94583015,,,no_data,no
YALI1_C19500g,YALI0C13860g,2909718,,,no_data,no
YALI1_C19636g,YALI0C13926g,2909721,,,no_data,no
YALI1_C19681g,YALI0C13948g,94583016,,,no_data,no
YALI1_C19735g,YALI0C13970g,2909723,,,no_data,no
YALI1_C19775g,YALI0C13992g,2909724,,,no_data,no
YALI1_C19826g,,94583017,,,no_data,no
YALI1_C19833g,,94583018,,,no_data,no
