model_gene,yali1_s2,yali0,category,n_reactions
YALI1E37118g,YALI1_E37118g,YALI0E31515g,has_YALI0,2
YALI1E37603g,YALI1_E37603g,YALI0E31766g,has_YALI0,3
YALI1E37764g,YALI1_E37764g,YALI0E31797g,has_YALI0,1
YALI1E37982g,YALI1_E37982g,YALI0E32035g,has_YALI0,2
YALI1E38034g,YALI1_E38034g,YALI0E32065g,has_YALI0,1
YALI1E38131g,YALI1_E38131g,YALI0E32164g,has_YALI0,1
YALI1E38308g,YALI1_E38308g,YALI0E32351g,has_YALI0,1
YALI1E38561g,YALI1_E38561g,YALI0E32527g,has_YALI0,1
YALI1E38701g,YALI1_E38701g,YALI0E32681g,has_YALI0,3
YALI1E38749g,YALI1_E38749g,YALI0E32736g,has_YALI0,1
YALI1E38810g,YALI1_E38810g,YALI0E32769g,has_YALI0,2
YALI1E38859g,YALI1_E38859g,YALI0E32791g,has_YALI0,1
YALI1E38912g,YALI1_E38912g,YALI0E32835g,has_YALI0,1
YALI1E39128g,YALI1_E39128g,YALI0E32901g,has_YALI0,4
YALI1E39221g,YALI1_E39221g,YALI0E33033g,has_YALI0,1
YALI1E39248g,YALI1_E39248g,YALI0E33099g,has_YALI0,1
YALI1E39295g,YALI1_E39295g,YALI0E33143g,has_YALI0,2
YALI1E39676g,YALI1_E39676g,YALI0E33495g,has_YALI0,1
YALI1E39693g,YALI1_E39693g,YALI0E33517g,has_YALI0,3
YALI1E40076g,YALI1_E40076g,YALI0E33774g,has_YALI0,1
YALI1E40305g,YALI1_E40305g,YALI0E33957g,has_YALI0,1
YALI1E40361g,YALI1_E40361g,YALI0E34037g,has_YALI0,1
YALI1E40471g,YALI1_E40471g,YALI0E34133g,has_YALI0,1
YALI1E40502g,YALI1_E40502g,YALI0E34155g,has_YALI0,1
YALI1E40671g,YALI1_E40671g,YALI0E34265g,has_YALI0,3
YALI1E41148g,YALI1_E41148g,YALI0E34672g,has_YALI0,1
YALI1E41251g,YALI1_E41251g,YALI0E34749g,has_YALI0,2
YALI1E41276g,YALI1_E41276g,YALI0E34771g,has_YALI0,3
YALI1E41315g,YALI1_E41315g,YALI0E34793g,has_YALI0,1
YALI1E41754g,YALI1_E41754g,YALI0E35156g,has_YALI0,2
YALI1E41850g,YALI1_E41850g,YALI0E35200g,has_YALI0,1
YALI1E41893g,YALI1_E41893g,YALI0E35222g,has_YALI0,11
YALI1F00472g,YALI1_F00472g,YALI0F00396g,has_YALI0,6
YALI1F00616g,YALI1_F00616g,YALI0F00462g,has_YALI0,1
YALI1F00654g,YALI1_F00654g,YALI0F00484g,has_YALI0,1
YALI1F00821g,YALI1_F00821g,YALI0F00506g,has_YALI0,2
YALI1F01456g,YALI1_F01456g,YALI0F00924g,has_YALI0,3
YALI1F01755g,YALI1_F01755g,YALI0F01078g,has_YALI0,3
YALI1F01981g,YALI1_F01981g,YALI0F01210g,has_YALI0,1
YALI1F02074g,YALI1_F02074g,YALI0F01254g,has_YALI0,3
YALI1F02132g,YALI1_F02132g,YALI0F01320g,has_YALI0,3
YALI1F02309g,YALI1_F02309g,YALI0F01496g,has_YALI0,12
YALI1F02481g,YALI1_F02481g,YALI0F01584g,has_YALI0,1
YALI1F02508g,YALI1_F02508g,YALI0F01606g,has_YALI0,1
YALI1F02518g,YALI1_F02518g,YALI0F01628g,has_YALI0,1
YALI1F02592g,YALI1_F02592g,YALI0F01672g,has_YALI0,1
YALI1F02758g,YALI1_F02758g,YALI0F01771g,has_YALI0,1
YALI1F03136g,YALI1_F03136g,YALI0F02013g,has_YALI0,1
YALI1F03371g,YALI1_F03371g,YALI0F02123g,has_YALI0,3
YALI1F03452g,YALI1_F03452g,YALI0F02211g,has_YALI0,1
YALI1F03527g,YALI1_F03527g,YALI0F02299g,has_YALI0,1
YALI1F03803g,YALI1_F03803g,YALI0F02497g,has_YALI0,1
YALI1F03883g,YALI1_F03883g,YALI0F02607g,has_YALI0,1
YALI1F03908g,YALI1_F03908g,YALI0F02629g,has_YALI0,1
YALI1F04082g,YALI1_F04082g,YALI0F02849g,has_YALI0,6
YALI1F04110g,YALI1_F04110g,YALI0F02893g,has_YALI0,1
YALI1F04157g,YALI1_F04157g,YALI0F02937g,has_YALI0,1
YALI1F04185g,YALI1_F04185g,YALI0F02959g,has_YALI0,3
YALI1F04433g,YALI1_F04433g,YALI0F03179g,has_YALI0,1
YALI1F04455g,YALI1_F04455g,YALI0F03201g,has_YALI0,1
YALI1F05089g,YALI1_F05089g,YALI0F03567g,has_YALI0,1
YALI1F05220g,YALI1_F05220g,YALI0F03597g,has_YALI0,3
YALI1F05415g,YALI1_F05415g,YALI0F03663g,has_YALI0,1
YALI1F05509g,YALI1_F05509g,YALI0F03751g,has_YALI0,3
YALI1F05574g,YALI1_F05574g,YALI0F03795g,has_YALI0,3
YALI1F06018g,YALI1_F06018g,YALI0F04015g,has_YALI0,1
YALI1F06197g,YALI1_F06197g,YALI0F04095g,has_YALI0,3
YALI1F06236g,YALI1_F06236g,YALI0F04103g,has_YALI0,1
YALI1F06351g,YALI1_F06351g,YALI0F04169g,has_YALI0,1
YALI1F06787g,YALI1_F06787g,YALI0F04378g,has_YALI0,1
YALI1F06858g,YALI1_F06858g,YALI0F04444g,has_YALI0,10
YALI1F06904g,YALI1_F06904g,YALI0F04532g,has_YALI0,1
YALI1F07384g,YALI1_F07384g,YALI0F04774g,has_YALI0,1
YALI1F07630g,YALI1_F07630g,YALI0F05038g,has_YALI0,4
YALI1F07747g,YALI1_F07747g,YALI0F05126g,has_YALI0,1
YALI1F07827g,YALI1_F07827g,YALI0F05192g,has_YALI0,2
YALI1F07847g,YALI1_F07847g,YALI0F05214g,has_YALI0,2
YALI1F08075g,YALI1_F08075g,YALI0F05390g,has_YALI0,1
YALI1F08225g,YALI1_F08225g,YALI0F05500g,has_YALI0,4
YALI1F08349g,YALI1_F08349g,YALI0F05610g,has_YALI0,1
YALI1F08363g,YALI1_F08363g,YALI0F05632g,has_YALI0,1
YALI1F08705g,YALI1_F08705g,YALI0F05874g,has_YALI0,2
YALI1F08845g,YALI1_F08845g,YALI0F05962g,has_YALI0,5
YALI1F08885g,YALI1_F08885g,YALI0F05984g,has_YALI0,1
YALI1F09003g,YALI1_F09003g,YALI0F06050g,has_YALI0,3
YALI1F09433g,YALI1_F09433g,YALI0F06358g,has_YALI0,1
YALI1F09542g,YALI1_F09542g,YALI0F06424g,has_YALI0,9
YALI1F09598g,YALI1_F09598g,YALI0F06468g,has_YALI0,1
YALI1F09747g,YALI1_F09747g,YALI0F06578g,has_YALI0,10
YALI1F09856g,YALI1_F09856g,YALI0F06710g,has_YALI0,1
YALI1F09965g,YALI1_F09965g,YALI0F06776g,has_YALI0,1
YALI1F10110g,YALI1_F10110g,YALI0F06820g,has_YALI0,1
YALI1F10122g,YALI1_F10122g,YALI0F06842g,has_YALI0,1
YALI1F10224g,YALI1_F10224g,YALI0F06974g,has_YALI0,3
YALI1F10253g,YALI1_F10253g,YALI0F07018g,has_YALI0,1
YALI1F10342g,YALI1_F10342g,YALI0F07062g,has_YALI0,6
YALI1F10633g,YALI1_F10633g,YALI0F07260g,has_YALI0,6
YALI1F11049g,YALI1_F11049g,YALI0F07711g,has_YALI0,1
YALI1F11199g,YALI1_F11199g,YALI0F07821g,has_YALI0,1
YALI1F11396g,YALI1_F11396g,YALI0F08063g,has_YALI0,3
YALI1F11481g,YALI1_F11481g,YALI0F08129g,has_YALI0,1
YALI1F11583g,YALI1_F11583g,YALI0F08195g,has_YALI0,1
YALI1F11605g,YALI1_F11605g,YALI0F08217g,has_YALI0,1
YALI1F11635g,YALI1_F11635g,YALI0F08283g,has_YALI0,1
YALI1F11827g,YALI1_F11827g,YALI0F08415g,has_YALI0,2
YALI1F12013g,YALI1_F12013g,YALI0F08613g,has_YALI0,1
YALI1F12138g,YALI1_F12138g,YALI0F08701g,has_YALI0,1
YALI1F12176g,YALI1_F12176g,YALI0F08723g,has_YALI0,1
YALI1F12666g,YALI1_F12666g,YALI0F09097g,has_YALI0,1
YALI1F12842g,YALI1_F12842g,YALI0F09185g,has_YALI0,1
YALI1F12874g,YALI1_F12874g,YALI0F09229g,has_YALI0,10
YALI1F12895g,YALI1_F12895g,YALI0F09251g,has_YALI0,1
YALI1F12917g,YALI1_F12917g,YALI0F09273g,has_YALI0,2
YALI1F12969g,YALI1_F12969g,YALI0F09339g,has_YALI0,7
YALI1F13017g,YALI1_F13017g,YALI0F09405g,has_YALI0,2
YALI1F13039g,YALI1_F13039g,YALI0F09449g,has_YALI0,1
YALI1F13097g,YALI1_F13097g,YALI0F09559g,has_YALI0,1
YALI1F13170g,YALI1_F13170g,YALI0F09603g,has_YALI0,8
YALI1F13202g,YALI1_F13202g,YALI0F09625g,has_YALI0,2
YALI1F13505g,YALI1_F13505g,YALI0F09966g,has_YALI0,1
YALI1F13550g,YALI1_F13550g,YALI0F10010g,has_YALI0,5
YALI1F14495g,YALI1_F14495g,YALI0F10857g,has_YALI0,10
YALI1F14583g,YALI1_F14583g,YALI0F10923g,has_YALI0,1
YALI1F14882g,YALI1_F14882g,YALI0F11231g,has_YALI0,2
YALI1F14958g,YALI1_F14958g,YALI0F11297g,has_YALI0,4
YALI1F15334g,YALI1_F15334g,YALI0F11583g,has_YALI0,1
YALI1F15367g,YALI1_F15367g,YALI0F11627g,has_YALI0,1
YALI1F15403g,YALI1_F15403g,YALI0F11649g,has_YALI0,1
YALI1F15517g,YALI1_F15517g,YALI0F11759g,has_YALI0,1
YALI1F15781g,YALI1_F15781g,YALI0F11935g,has_YALI0,10
YALI1F15961g,YALI1_F15961g,YALI0F12089g,has_YALI0,2
YALI1F16045g,YALI1_F16045g,YALI0F12177g,has_YALI0,1
YALI1F16069g,YALI1_F16069g,YALI0F12199g,has_YALI0,1
YALI1F16984g,YALI1_F16984g,YALI0F12639g,has_YALI0,5
YALI1F17082g,YALI1_F17082g,YALI0F12749g,has_YALI0,6
YALI1F17337g,YALI1_F17337g,YALI0F12925g,has_YALI0,1
YALI1F17569g,YALI1_F17569g,YALI0F13145g,has_YALI0,1
YALI1F17962g,YALI1_F17962g,YALI0F13453g,has_YALI0,1
YALI1F18105g,YALI1_F18105g,YALI0F13541g,has_YALI0,2
YALI1F18152g,YALI1_F18152g,YALI0F13607g,has_YALI0,1
YALI1F18429g,YALI1_F18429g,YALI0F13739g,has_YALI0,3
YALI1F18740g,YALI1_F18740g,YALI0F13937g,has_YALI0,1
YALI1F18835g,YALI1_F18835g,YALI0F13981g,has_YALI0,3
YALI1F18897g,YALI1_F18897g,YALI0F14025g,has_YALI0,4
YALI1F18920g,YALI1_F18920g,YALI0F14047g,has_YALI0,2
YALI1F18979g,YALI1_F18979g,YALI0F14113g,has_YALI0,1
YALI1F19090g,YALI1_F19090g,YALI0F14223g,has_YALI0,1
YALI1F19697g,YALI1_F19697g,YALI0F14729g,has_YALI0,11
YALI1F20637g,YALI1_F20637g,YALI0F15345g,has_YALI0,1
YALI1F20788g,YALI1_F20788g,YALI0F15433g,has_YALI0,1
YALI1F20914g,YALI1_F20914g,YALI0F15587g,has_YALI0,1
YALI1F20965g,YALI1_F20965g,YALI0F15631g,has_YALI0,2
YALI1F21467g,YALI1_F21467g,YALI0F15983g,has_YALI0,1
YALI1F21567g,YALI1_F21567g,YALI0F16093g,has_YALI0,6
YALI1F21690g,YALI1_F21690g,YALI0F16181g,has_YALI0,2
YALI1F21728g,YALI1_F21728g,YALI0F16225g,has_YALI0,1
YALI1F21769g,YALI1_F21769g,YALI0F16291g,has_YALI0,1
YALI1F21875g,YALI1_F21875g,YALI0F16401g,has_YALI0,3
YALI1F21908g,YALI1_F21908g,YALI0F16423g,has_YALI0,1
YALI1F22321g,YALI1_F22321g,YALI0F16709g,has_YALI0,1
YALI1F22436g,YALI1_F22436g,YALI0F16819g,has_YALI0,1
YALI1F22568g,YALI1_F22568g,YALI0F16896g,has_YALI0,1
YALI1F22908g,YALI1_F22908g,YALI0F17138g,has_YALI0,1
YALI1F22993g,YALI1_F22993g,YALI0F17248g,has_YALI0,3
YALI1F23441g,YALI1_F23441g,YALI0F17644g,has_YALI0,1
YALI1F23664g,YALI1_F23664g,YALI0F17820g,has_YALI0,1
YALI1F23706g,YALI1_F23706g,YALI0F17842g,has_YALI0,1
YALI1F23922g,YALI1_F23922g,YALI0F17996g,has_YALI0,4
YALI1F24031g,YALI1_F24031g,YALI0F18084g,has_YALI0,1
YALI1F24171g,YALI1_F24171g,YALI0F18216g,has_YALI0,1
YALI1F24343g,YALI1_F24343g,YALI0F18359g,has_YALI0,3
YALI1F24667g,YALI1_F24667g,YALI0F18502g,has_YALI0,2
YALI1F24773g,YALI1_F24773g,YALI0F18590g,has_YALI0,2
YALI1F25444g,YALI1_F25444g,YALI0F19052g,has_YALI0,1
YALI1F25587g,YALI1_F25587g,YALI0F19184g,has_YALI0,3
YALI1F25649g,YALI1_F25649g,YALI0F19228g,has_YALI0,1
YALI1F25908g,YALI1_F25908g,YALI0F19448g,has_YALI0,1
YALI1F25924g,YALI1_F25924g,YALI0F19470g,has_YALI0,1
YALI1F25951g,YALI1_F25951g,YALI0F19514g,has_YALI0,1
YALI1F25984g,YALI1_F25984g,YALI0F19536g,has_YALI0,1
YALI1F26167g,YALI1_F26167g,YALI0F19712g,has_YALI0,1
YALI1F26427g,YALI1_F26427g,YALI0F19866g,has_YALI0,23
YALI1F26873g,YALI1_F26873g,YALI0F20218g,has_YALI0,2
YALI1F26924g,YALI1_F26924g,YALI0F20262g,has_YALI0,1
YALI1F26967g,YALI1_F26967g,YALI0F20306g,has_YALI0,1
YALI1F27002g,YALI1_F27002g,YALI0F20328g,has_YALI0,1
YALI1F27211g,YALI1_F27211g,YALI0F20504g,has_YALI0,1
YALI1F27343g,YALI1_F27343g,YALI0F20570g,has_YALI0,1
YALI1F27556g,YALI1_F27556g,YALI0F20702g,has_YALI0,1
YALI1F27686g,YALI1_F27686g,YALI0F20790g,has_YALI0,1
YALI1F27761g,YALI1_F27761g,YALI0F20900g,has_YALI0,1
YALI1F27904g,YALI1_F27904g,YALI0F21010g,has_YALI0,2
YALI1F27989g,YALI1_F27989g,YALI0F21109g,has_YALI0,1
YALI1F28064g,YALI1_F28064g,YALI0F21197g,has_YALI0,1
YALI1F28092g,YALI1_F28092g,YALI0F21219g,has_YALI0,2
YALI1F28274g,YALI1_F28274g,YALI0F21406g,has_YALI0,1
YALI1F28485g,YALI1_F28485g,YALI0F21527g,has_YALI0,1
YALI1F28833g,YALI1_F28833g,YALI0F21791g,has_YALI0,1
YALI1F29301g,YALI1_F29301g,YALI0F22121g,has_YALI0,1
YALI1F29751g,YALI1_F29751g,YALI0F22517g,has_YALI0,1
YALI1F29836g,YALI1_F29836g,YALI0F22605g,has_YALI0,1
YALI1F29987g,YALI1_F29987g,YALI0F22781g,has_YALI0,1
YALI1F30034g,YALI1_F30034g,YALI0F22825g,has_YALI0,1
YALI1F30179g,YALI1_F30179g,YALI0F23023g,has_YALI0,1
YALI1F30289g,YALI1_F30289g,YALI0F23067g,has_YALI0,3
YALI1F30459g,YALI1_F30459g,YALI0F23221g,has_YALI0,2
YALI1F30479g,YALI1_F30479g,YALI0F23243g,has_YALI0,1
YALI1F30703g,YALI1_F30703g,YALI0F23441g,has_YALI0,1
YALI1F30754g,YALI1_F30754g,YALI0F23463g,has_YALI0,1
YALI1F30877g,YALI1_F30877g,YALI0F23551g,has_YALI0,1
YALI1F30903g,YALI1_F30903g,YALI0F23573g,has_YALI0,3
YALI1F31135g,YALI1_F31135g,YALI0F23727g,has_YALI0,1
YALI1F31153g,YALI1_F31153g,YALI0F23749g,has_YALI0,2
YALI1F31215g,YALI1_F31215g,YALI0F23793g,has_YALI0,14
YALI1F31283g,YALI1_F31283g,YALI0F23837g,has_YALI0,1
YALI1F31381g,YALI1_F31381g,YALI0F23903g,has_YALI0,2
YALI1F31405g,YALI1_F31405g,YALI0F23947g,has_YALI0,2
YALI1F31854g,YALI1_F31854g,YALI0F24475g,has_YALI0,2
YALI1F32002g,YALI1_F32002g,YALI0F24651g,has_YALI0,1
YALI1F32010g,YALI1_F32010g,YALI0F24673g,has_YALI0,1
YALI1F32232g,YALI1_F32232g,YALI0F24893g,has_YALI0,1
YALI1F32287g,YALI1_F32287g,YALI0F24937g,has_YALI0,1
YALI1F32330g,YALI1_F32330g,YALI0F25003g,has_YALI0,1
YALI1F32363g,YALI1_F32363g,YALI0F25047g,has_YALI0,1
YALI1F32476g,YALI1_F32476g,YALI0F25135g,has_YALI0,4
YALI1F32534g,YALI1_F32534g,YALI0F25201g,has_YALI0,1
YALI1F32841g,YALI1_F32841g,YALI0F25553g,has_YALI0,2
YALI1F32910g,YALI1_F32910g,YALI0F25597g,has_YALI0,3
YALI1F32969g,YALI1_F32969g,YALI0F25641g,has_YALI0,1
YALI1F33143g,YALI1_F33143g,YALI0F25773g,has_YALI0,3
YALI1F33189g,YALI1_F33189g,YALI0F25795g,has_YALI0,1
YALI1F33246g,YALI1_F33246g,YALI0F25817g,has_YALI0,1
YALI1F33579g,YALI1_F33579g,YALI0F26125g,has_YALI0,1
YALI1F33681g,YALI1_F33681g,YALI0F26191g,has_YALI0,2
YALI1F33754g,YALI1_F33754g,YALI0F26323g,has_YALI0,3
YALI1F33819g,YALI1_F33819g,YALI0F26433g,has_YALI0,1
YALI1F33861g,YALI1_F33861g,YALI0F26455g,has_YALI0,1
YALI1F33951g,YALI1_F33951g,YALI0F26521g,has_YALI0,2
YALI1F34029g,YALI1_F34029g,YALI0F26587g,has_YALI0,1
YALI1F34051g,YALI1_F34051g,YALI0F26609g,has_YALI0,1
YALI1F34187g,YALI1_F34187g,YALI0F26785g,has_YALI0,5
YALI1F34625g,YALI1_F34625g,YALI0F27247g,has_YALI0,5
YALI1F34675g,YALI1_F34675g,YALI0F27313g,has_YALI0,5
YALI1F35109g,YALI1_F35109g,YALI0F27665g,has_YALI0,2
YALI1F35542g,YALI1_F35542g,YALI0F27885g,has_YALI0,1
YALI1F35690g,YALI1_F35690g,YALI0F28017g,has_YALI0,2
YALI1F35822g,YALI1_F35822g,YALI0F28149g,has_YALI0,1
YALI1F35868g,YALI1_F35868g,YALI0F28193g,has_YALI0,1
YALI1F36094g,YALI1_F36094g,YALI0F28369g,has_YALI0,1
YALI1F36415g,YALI1_F36415g,YALI0F28655g,has_YALI0,1
YALI1F36584g,YALI1_F36584g,YALI0F28765g,has_YALI0,1
YALI1F36733g,YALI1_F36733g,YALI0F29139g,has_YALI0,3
YALI1F36966g,YALI1_F36966g,YALI0F29337g,has_YALI0,9
YALI1F37194g,YALI1_F37194g,YALI0F29623g,has_YALI0,1
YALI1F37272g,YALI1_F37272g,YALI0F29711g,has_YALI0,3
YALI1F37354g,YALI1_F37354g,YALI0F29843g,has_YALI0,1
YALI1F37498g,YALI1_F37498g,YALI0F29975g,has_YALI0,5
YALI1F37559g,YALI1_F37559g,YALI0F30019g,has_YALI0,1
YALI1F37658g,YALI1_F37658g,YALI0F30063g,has_YALI0,5
YALI1F37714g,YALI1_F37714g,YALI0F30129g,has_YALI0,13
YALI1F37916g,YALI1_F37916g,YALI0F30349g,has_YALI0,4
YALI1F38116g,YALI1_F38116g,YALI0F30481g,has_YALI0,2
YALI1F38220g,YALI1_F38220g,YALI0F30569g,has_YALI0,3
YALI1F38317g,YALI1_F38317g,YALI0F30679g,has_YALI0,11
YALI1F38386g,YALI1_F38386g,YALI0F30745g,has_YALI0,6
YALI1F38466g,YALI1_F38466g,YALI0F30811g,has_YALI0,1
YALI1F38476g,YALI1_F38476g,YALI0F30833g,has_YALI0,1
YALI1F38629g,YALI1_F38629g,YALI0F30987g,has_YALI0,2
YALI1F38776g,YALI1_F38776g,YALI0F31075g,has_YALI0,2
YALI1F38820g,YALI1_F38820g,YALI0F31119g,has_YALI0,2
YALI1F38986g,YALI1_F38986g,YALI0F31273g,has_YALI0,2
YALI1F39058g,YALI1_F39058g,YALI0F31427g,has_YALI0,1
YALI1F39330g,YALI1_F39330g,YALI0F31735g,has_YALI0,8
YALI1F39426g,YALI1_F39426g,YALI0F31845g,has_YALI0,1
YALI1F39620g,YALI1_F39620g,YALI0F31999g,has_YALI0,2
YALI1M00056g,YALI1_M00056g,YALIfMp01,has_YALI0,3
YALI1M00064g,YALI1_M00064g,YALIfMp02,has_YALI0,3
YALI1M00131g,YALI1_M00131g,YALIfMp03,has_YALI0,1
YALI1M00260g,YALI1_M00260g,YALIfMp03,has_YALI0,1
YALI1M00267g,YALI1_M00267g,YALIfMp03,has_YALI0,1
YALI1M00277g,YALI1_M00277g,YALIfMp14,has_YALI0,1
YALI1M00296g,YALI1_M00296g,YALIfMp16,has_YALI0,3
YALI1M00318g,YALI1_M00318g,YALIfMp17,has_YALI0,1
YALI1M00325g,YALI1_M00325g,YALIfMp18,has_YALI0,1
YALI1M00335g,YALI1_M00335g,YALIfMp19,has_YALI0,3
YALI1M00390g,YALI1_M00390g,YALIfMp23,has_YALI0,1
YALI1M00458g,YALI1_M00458g,YALIfMp28,has_YALI0,3
YALI0B10406g,,,not_in_S2,1
YALI0D12573g,,,not_in_S2,1
YALI0D17490g,,,not_in_S2,1
YALI0D27654g,,,not_in_S2,12
YALI0E07787g,,,not_in_S2,6
YALI0E12442g,,,not_in_S2,1
YALI0E16192g,,,not_in_S2,2
YALI0E18568g,,,not_in_S2,1
YALI0F04114g,,,not_in_S2,1
YALI1M00338r,,,not_in_S2,3
YALIUNK1,,,not_in_S2,1
YALIUNK2,,,not_in_S2,1
YALIUNK3,,,not_in_S2,1
YALIUNK4,,,not_in_S2,1
YALIfMp29,,,not_in_S2,3
YalifMp05,,,not_in_S2,1
YalifMp06,,,not_in_S2,1
