yali1,yali0,ec,candidate_mnxr,reaction_status,ec_already_in_model
YALI1_B06398r,YALI0B04664r,,,no_reaction,
YALI1_B06469r,YALI0B04730r,,,no_reaction,
YALI1_B06692r,YALI0B04818r,,,no_reaction,
YALI1_B06892r,YALI0B05016r,,,no_reaction,
YALI1_B07399g,YALI0B05412g,,,no_reaction,
YALI1_B08110r,YALI0B05984r,,,no_reaction,
YALI1_B08143r,YALI0B06050r,,,no_reaction,
YALI1_B09239r,YALI0B07139r,,,no_reaction,
YALI1_B09340r,YALI0B07315r,,,no_reaction,
YALI1_B09672r,YALI0B07469r,,,no_reaction,
YALI1_B11639r,YALI0B08580r,,,no_reaction,
YALI1_B11666r,YALI0B08646r,,,no_reaction,
YALI1_B12221r,YALI0B09097r,,,no_reaction,
YALI1_B12320r,YALI0B09185r,,,no_reaction,
YALI1_B12633g,YALI0B09427g,,,no_reaction,
YALI1_B13148r,YALI0B09801r,,,no_reaction,
YALI1_B13307r,YALI0B09911r,,,no_reaction,
YALI1_B13556g,YALI0B10043g,,,no_reaction,
YALI1_B14569r,YALI0B10868r,,,no_reaction,
YALI1_B15858r,YALI0B11990r,,,no_reaction,
YALI1_B16697r,YALI0B12650r,,,no_reaction,
YALI1_B17228r,YALI0B13024r,,,no_reaction,
YALI1_B18036r,YALI0B13574r,,,no_reaction,
YALI1_B18764g,YALI0B14223g,,,no_reaction,
YALI1_B20899r,YALI0B15928r,,,no_reaction,
YALI1_B21320r,YALI0B16346r,,,no_reaction,
YALI1_B22770r,YALI0B17578r,,,no_reaction,
YALI1_B23391r,YALI0B18106r,,,no_reaction,
YALI1_B24543r,YALI0B18832r,,,no_reaction,
YALI1_B25090r,YALI0B19140r,,,no_reaction,
YALI1_B25290r,YALI0B19272r,,,no_reaction,
YALI1_B25479r,YALI0B19404r,,,no_reaction,
YALI1_B25580r,YALI0B19514r,,,no_reaction,
YALI1_B26017r,YALI0B19932r,,,no_reaction,
YALI1_B27110g,YALI0B20746g,,,no_reaction,
YALI1_B28283r,YALI0B21648r,,,no_reaction,
YALI1_B28381r,YALI0B21736r,,,no_reaction,
YALI1_B28411r,YALI0B21802r,,,no_reaction,
YALI1_C00732r,YALI0C00517r,,,no_reaction,
YALI1_C02086g,YALI0C01485g,,,no_reaction,
YALI1_C02125r,YALI0C01529r,,,no_reaction,
YALI1_C02507r,YALI0C01804r,,,no_reaction,
YALI1_C02849r,YALI0C02079r,,,no_reaction,
YALI1_C03752r,YALI0C02673r,,,no_reaction,
YALI1_C04172r,YALI0C03113r,,,no_reaction,
YALI1_C04363r,YALI0C03289r,,,no_reaction,
YALI1_C04977r,YALI0C03740r,,,no_reaction,
YALI1_C04991g,YALI0C03762g,,,no_reaction,
YALI1_C05242r,YALI0C03938r,,,no_reaction,
YALI1_C05264g,YALI0C04004g,,,no_reaction,
YALI1_C06243r,YALI0C04752r,,,no_reaction,
YALI1_C06342r,YALI0C04840r,,,no_reaction,
YALI1_C06425r,YALI0C04950r,,,no_reaction,
YALI1_C06644r,YALI0C05192r,,,no_reaction,
YALI1_C06944r,YALI0C05423r,,,no_reaction,
YALI1_C08938r,YALI0C06666r,,,no_reaction,
YALI1_C09009g,YALI0C06754g,,,no_reaction,
YALI1_C09462r,YALI0C07084r,,,no_reaction,
YALI1_C09626r,YALI0C07216r,,,no_reaction,
YALI1_C09718g,YALI0C07326g,,,no_reaction,
YALI1_C09756r,YALI0C07370r,,,no_reaction,
YALI1_C11715g,YALI0C08481g,,,no_reaction,
YALI1_C11733r,YALI0C08503r,,,no_reaction,
YALI1_C12548r,YALI0C09053r,,,no_reaction,
YALI1_C13072r,YALI0C09416r,,,no_reaction,
YALI1_C14658r,YALI0C10362r,,,no_reaction,
YALI1_C14692r,YALI0C10406r,,,no_reaction,
YALI1_C15648r,YALI0C11187r,,,no_reaction,
YALI1_C16416r,YALI0C11737r,,,no_reaction,
YALI1_C16728r,YALI0C11990r,,,no_reaction,
YALI1_C16939r,YALI0C12078r,,,no_reaction,
YALI1_C17259r,YALI0C12298r,,,no_reaction,
YALI1_C17959r,YALI0C12815r,,,no_reaction,
YALI1_C18235r,YALI0C13046r,,,no_reaction,
YALI1_C18287r,YALI0C13134r,,,no_reaction,
YALI1_C18525r,YALI0C13266r,,,no_reaction,
YALI1_C18927r,YALI0C13640r,,,no_reaction,
YALI1_C19857r,YALI0C14080r,,,no_reaction,
YALI1_C19968r,YALI0C14212r,,,no_reaction,
YALI1_C20007r,YALI0C14278r,,,no_reaction,
YALI1_C20061r,YALI0C14366r,,,no_reaction,
YALI1_C21064r,YALI0C14982r,,,no_reaction,
YALI1_C22546r,YALI0C15631r,,,no_reaction,
YALI1_C22613r,YALI0C15675r,,,no_reaction,
YALI1_C24507r,YALI0C17127r,,,no_reaction,
YALI1_C24509r,YALI0C17149r,,,no_reaction,
YALI1_C24755g,YALI0C17391g,,,no_reaction,
YALI1_C24936r,YALI0C17611r,,,no_reaction,
YALI1_C24973r,YALI0C17677r,,,no_reaction,
YALI1_C24978r,YALI0C17699r,,,no_reaction,
YALI1_C24992r,YALI0C17743r,,,no_reaction,
YALI1_C25003r,YALI0C17787r,,,no_reaction,
YALI1_C25149r,YALI0C17985r,,,no_reaction,
YALI1_C26090r,YALI0C18843r,,,no_reaction,
YALI1_C26096r,YALI0C18887r,,,no_reaction,
YALI1_C26098r,YALI0C18931r,,,no_reaction,
YALI1_C26543r,YALI0C19173r,,,no_reaction,
YALI1_C26847r,YALI0C19470r,,,no_reaction,
YALI1_C26849r,YALI0C19514r,,,no_reaction,
YALI1_C28186r,YALI0C20163r,,,no_reaction,
YALI1_C28578r,YALI0C20537r,,,no_reaction,
YALI1_C28581r,YALI0C20581r,,,no_reaction,
YALI1_C28861r,YALI0C20845r,,,no_reaction,
YALI1_C31538r,YALI0C22814r,,,no_reaction,
YALI1_C31804r,YALI0C23012r,,,no_reaction,
YALI1_D00534r,YALI0D00517r,,,no_reaction,
YALI1_D01988r,YALI0D01650r,,,no_reaction,
YALI1_D02105r,YALI0D01826r,,,no_reaction,
YALI1_D03852r,YALI0D03025r,,,no_reaction,
YALI1_D04082r,YALI0D03201r,,,no_reaction,
YALI1_D04355r,YALI0D03421r,,,no_reaction,
YALI1_D04808r,YALI0D03806r,,,no_reaction,
YALI1_D04809r,YALI0D03850r,,,no_reaction,
YALI1_D05699r,YALI0D04532r,,,no_reaction,
YALI1_D05795r,YALI0D04675r,,,no_reaction,
YALI1_D06675r,YALI0D05115r,,,no_reaction,
YALI1_D07060r,YALI0D05423r,,,no_reaction,
YALI1_D07564r,YALI0D05885r,,,no_reaction,
YALI1_D07812r,YALI0D06105r,,,no_reaction,
YALI1_D08429g,YALI0D06589g,,,no_reaction,
YALI1_D10310r,YALI0D08074r,,,no_reaction,
YALI1_D12038r,YALI0D09405r,,,no_reaction,
YALI1_D12101r,YALI0D09559r,,,no_reaction,
YALI1_D12900r,YALI0D10197r,,,no_reaction,
YALI1_D12956g,YALI0D10274g,,,no_reaction,
YALI1_D13056r,YALI0D10395r,,,no_reaction,
YALI1_D13105r,YALI0D10439r,,,no_reaction,
YALI1_D13285r,YALI0D10637r,,,no_reaction,
YALI1_D13871g,YALI0D11066g,,,no_reaction,
YALI1_D14012r,YALI0D11154r,,,no_reaction,
YALI1_D14896r,YALI0D12034r,,,no_reaction,
YALI1_D15937g,YALI0D12749g,,,no_reaction,
YALI1_D16597r,YALI0D13420r,,,no_reaction,
YALI1_D17262r,YALI0D13926r,,,no_reaction,
YALI1_D17424r,YALI0D14124r,,,no_reaction,
YALI1_D17428r,YALI0D14168r,,,no_reaction,
YALI1_D17436r,YALI0D14212r,,,no_reaction,
YALI1_D17445r,YALI0D14256r,,,no_reaction,
YALI1_D18034r,YALI0D14806r,,,no_reaction,
YALI1_D18179r,YALI0D14938r,,,no_reaction,
YALI1_D19566r,YALI0D15884r,,,no_reaction,
YALI1_D20426r,YALI0D16511r,,,no_reaction,
YALI1_D20436r,YALI0D16533r,,,no_reaction,
YALI1_D20442r,YALI0D16555r,,,no_reaction,
YALI1_D20464r,YALI0D16621r,,,no_reaction,
YALI1_D21380r,YALI0D17358r,,,no_reaction,
YALI1_D21476g,YALI0D17490g,,,no_reaction,
YALI1_D24985r,YALI0D19690r,,,no_reaction,
YALI1_D25680r,YALI0D20284r,,,no_reaction,
YALI1_D26336r,YALI0D20746r,,,no_reaction,
YALI1_D28030r,YALI0D22176r,,,no_reaction,
YALI1_D28307r,YALI0D22374r,,,no_reaction,
YALI1_D29211r,YALI0D22704r,,,no_reaction,
YALI1_D31261r,YALI0D24013r,,,no_reaction,
YALI1_D33579r,YALI0D25300r,,,no_reaction,
YALI1_D33735g,YALI0D25454g,,,no_reaction,
YALI1_D34422r,YALI0D26037r,,,no_reaction,
YALI1_D34684g,YALI0D26235g,,,no_reaction,
YALI1_E00258r,,,,no_reaction,
YALI1_E00741r,YALI0E00352r,,,no_reaction,
YALI1_E01888r,YALI0E01342r,,,no_reaction,
YALI1_E02276r,YALI0E01716r,,,no_reaction,
YALI1_E02799g,YALI0E02222g,,,no_reaction,
YALI1_E03549r,YALI0E02926r,,,no_reaction,
YALI1_E03550r,YALI0E02970r,,,no_reaction,
YALI1_E04393r,YALI0E03652r,,,no_reaction,
YALI1_E05416g,YALI0E04488g,,,no_reaction,
YALI1_E07524r,YALI0E06259r,,,no_reaction,
YALI1_E08341r,YALI0E06963r,,,no_reaction,
YALI1_E08342r,YALI0E07007r,,,no_reaction,
YALI1_E08590r,YALI0E07227r,,,no_reaction,
YALI1_E08771r,YALI0E07359r,,,no_reaction,
YALI1_E09505r,YALI0E07854r,,,no_reaction,
YALI1_E09904r,YALI0E08118r,,,no_reaction,
YALI1_E10105r,YALI0E08272r,,,no_reaction,
YALI1_E10256r,YALI0E08404r,,,no_reaction,
YALI1_E10500g,YALI0E08646g,,,no_reaction,
YALI1_E10533r,YALI0E08712r,,,no_reaction,
YALI1_E10702r,YALI0E08778r,,,no_reaction,
YALI1_E12587g,YALI0E10021g,,,no_reaction,
YALI1_E12643g,YALI0E10065g,,,no_reaction,
YALI1_E12847g,YALI0E10197g,,,no_reaction,
YALI1_E13790r,YALI0E10945r,,,no_reaction,
YALI1_E13793r,YALI0E10967r,,,no_reaction,
YALI1_E14045r,YALI0E11231r,,,no_reaction,
YALI1_E14572r,YALI0E11759r,,,no_reaction,
YALI1_E15770r,YALI0E12749r,,,no_reaction,
YALI1_E15771r,YALI0E12793r,,,no_reaction,
YALI1_E15852r,YALI0E12903r,,,no_reaction,
YALI1_E16850r,YALI0E13816r,,,no_reaction,
YALI1_E17343r,YALI0E14278r,,,no_reaction,
YALI1_E17415r,YALI0E14421r,,,no_reaction,
YALI1_E17896r,YALI0E14883r,,,no_reaction,
YALI1_E19292r,YALI0E16082r,,,no_reaction,
YALI1_E19360g,YALI0E16192g,,,no_reaction,
YALI1_E20279g,YALI0E17017g,,,no_reaction,
YALI1_E20293r,YALI0E17039r,,,no_reaction,
YALI1_E20538r,YALI0E17237r,,,no_reaction,
YALI1_E20762r,YALI0E17501r,,,no_reaction,
YALI1_E21026g,YALI0E17721g,,,no_reaction,
YALI1_E22049r,YALI0E18370r,,,no_reaction,
YALI1_E23102r,YALI0E19316r,,,no_reaction,
YALI1_E23765r,YALI0E19833r,,,no_reaction,
YALI1_E23774r,YALI0E19855r,,,no_reaction,
YALI1_E23948r,YALI0E20075r,,,no_reaction,
YALI1_E24131r,YALI0E20317r,,,no_reaction,
YALI1_E26296r,YALI0E22308r,,,no_reaction,
YALI1_E26870r,YALI0E22693r,,,no_reaction,
YALI1_E28367r,YALI0E23881r,,,no_reaction,
YALI1_E29678r,YALI0E24871r,,,no_reaction,
YALI1_E30087r,YALI0E25157r,,,no_reaction,
YALI1_E30262r,YALI0E25245r,,,no_reaction,
YALI1_E30277r,YALI0E25311r,,,no_reaction,
YALI1_E30280r,YALI0E25355r,,,no_reaction,
YALI1_E30290r,YALI0E25377r,,,no_reaction,
YALI1_E30323r,YALI0E25465r,,,no_reaction,
YALI1_E30343r,YALI0E25564r,,,no_reaction,
YALI1_E30725g,YALI0E25894g,,,no_reaction,
YALI1_E31072r,YALI0E26213r,,,no_reaction,
YALI1_E31366r,YALI0E26411r,,,no_reaction,
YALI1_E31919g,YALI0E26983g,,,no_reaction,
YALI1_E32327r,YALI0E27324r,,,no_reaction,
YALI1_E33128r,YALI0E28028r,,,no_reaction,
YALI1_E33129r,YALI0E28072r,,,no_reaction,
YALI1_E34222g,YALI0E28930g,,,no_reaction,
YALI1_E35260r,YALI0E29799r,,,no_reaction,
YALI1_E35457r,YALI0E30041r,,,no_reaction,
YALI1_E35571r,YALI0E30195r,,,no_reaction,
YALI1_E35635r,YALI0E30239r,,,no_reaction,
YALI1_E35797r,YALI0E30437r,,,no_reaction,
YALI1_E36206g,YALI0E30833g,,,no_reaction,
YALI1_E39656g,YALI0E33473g,,,no_reaction,
YALI1_E41421g,YALI0E34881g,,,no_reaction,
YALI1_F02100r,YALI0F01276r,,,no_reaction,
YALI1_F02155r,YALI0F01342r,,,no_reaction,
YALI1_F04285r,YALI0F03091r,,,no_reaction,
YALI1_F05871g,YALI0F03927g,,,no_reaction,
YALI1_F06899r,YALI0F04488r,,,no_reaction,
YALI1_F07461r,YALI0F04840r,,,no_reaction,
YALI1_F07588r,YALI0F04994r,,,no_reaction,
YALI1_F10237r,YALI0F06996r,,,no_reaction,
YALI1_F10757r,YALI0F07403r,,,no_reaction,
YALI1_F11080g,YALI0F07733g,,,no_reaction,
YALI1_F13467r,YALI0F09900r,,,no_reaction,
YALI1_F14041r,YALI0F10329r,,,no_reaction,
YALI1_F14097r,YALI0F10395r,,,no_reaction,
YALI1_F14259r,YALI0F10571r,,,no_reaction,
YALI1_F14519r,YALI0F10879r,,,no_reaction,
YALI1_F14630r,YALI0F10967r,,,no_reaction,
YALI1_F15159r,YALI0F11451r,,,no_reaction,
YALI1_F18114r,YALI0F13563r,,,no_reaction,
YALI1_F18725r,YALI0F13893r,,,no_reaction,
YALI1_F19058g,YALI0F14201g,,,no_reaction,
YALI1_F19746g,YALI0F14795g,,,no_reaction,
YALI1_F20603r,YALI0F15301r,,,no_reaction,
YALI1_F20858r,YALI0F15499r,,,no_reaction,
YALI1_F20897r,YALI0F15565r,,,no_reaction,
YALI1_F21749r,YALI0F16247r,,,no_reaction,
YALI1_F22096r,YALI0F16533r,,,no_reaction,
YALI1_F22414r,YALI0F16775r,,,no_reaction,
YALI1_F22880r,YALI0F17094r,,,no_reaction,
YALI1_F23157g,YALI0F17402g,,,no_reaction,
YALI1_F23849r,YALI0F17930r,,,no_reaction,
YALI1_F24000r,YALI0F18062r,,,no_reaction,
YALI1_F26593r,YALI0F19932r,,,no_reaction,
YALI1_F28505r,YALI0F21571r,,,no_reaction,
YALI1_F29522r,YALI0F22253r,,,no_reaction,
YALI1_F30571r,YALI0F23331r,,,no_reaction,
YALI1_F31034r,YALI0F23617r,,,no_reaction,
YALI1_F31186r,YALI0F23771r,,,no_reaction,
YALI1_F31648r,YALI0F24211r,,,no_reaction,
YALI1_F32170r,YALI0F24805r,,,no_reaction,
YALI1_F32177r,YALI0F24849r,,,no_reaction,
YALI1_F32618r,YALI0F25311r,,,no_reaction,
YALI1_F32649r,YALI0F25355r,,,no_reaction,
YALI1_F33373r,YALI0F25949r,,,no_reaction,
YALI1_F33708r,YALI0F26235r,,,no_reaction,
YALI1_F34132r,YALI0F26741r,,,no_reaction,
YALI1_F34291r,YALI0F26939r,,,no_reaction,
YALI1_F34488r,YALI0F27115r,,,no_reaction,
YALI1_F35929r,YALI0F28237r,,,no_reaction,
YALI1_F36571r,YALI0F28721r,,,no_reaction,
YALI1_F36720r,YALI0F29117r,,,no_reaction,
YALI1_F36917r,YALI0F29271r,,,no_reaction,
YALI1_F37044r,YALI0F29447r,,,no_reaction,
YALI1_F37182r,YALI0F29535r,,,no_reaction,
YALI1_F37187r,YALI0F29579r,,,no_reaction,
YALI1_F37294r,YALI0F29733r,,,no_reaction,
YALI1_F38339g,YALI0F30701g,,,no_reaction,
YALI1_F38432g,YALI0F30767g,,,no_reaction,
YALI1_F39376r,YALI0F31779r,,,no_reaction,
YALI1_F39816r,YALI0F32087r,,,no_reaction,
