reaction_id,reaction_name,reaction_type,gene_reaction_rule,n_genes,n_metabolites,compartments,has_annotation,annotation_keys,has_bigg,has_kegg,has_metanetx,has_rhea,has_ec,has_sbo,gene_ec_codes,met_bigg_id,is_blocked
R846,ethanolamine transport,transport,,0,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R847,fadH2 transport,transport,YALI1A16988g,1,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R848,fecosterol transport,transport,YALI1B03910g or YALI1F23922g or YALI1B17155g or YALI1C28310g or YALI1E17699g,5,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R849,folic acid transport,transport,,0,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R850,GDP-mannose antiport,transport,YALI1F28833g,1,4,"C_cy,C_go",True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,True
R851,glucose transport,transport,YALI1D01234g or YALI1D23885g or YALI1D00094g or YALI1B02283g or YALI1E27441g or YALI1B00357g or YALI1A02335g or YALI1A08672g or YALI1F31381g or YALI1C23601g or YALI1C08523g or YALI1D00376g or YALI1F09965g or YALI1F25587g or YALI1E24245g or YALI1A14024g or YALI1F32841g or YALI1C06222g or YALI1F24031g or YALI1B08461g or YALI1B27645g or YALI1C12220g or YALI1B22321g,23,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R852,glutathione transport,transport,YALI1C31122g,1,2,"C_cy,C_ex",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,True
R853,glutathione transport,transport,YALI1E30173g or YALI1D31719g or YALI1A20558g or YALI1A17289g or YALI1C25190g or YALI1E10951g or YALI1F39426g or YALI1E30014g or YALI1F15961g,9,2,"C_cy,C_va",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,True
R854,glycero-3-phospho-1-inositol transport,transport,YALI1D10768g,1,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R855,glycero-3-phosphocholine transport,transport,YALI1D10768g,1,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R856,glycerol transport,transport,YALI1E35652g or YALI1A08672g or YALI1D01234g or YALI1C06222g or YALI1F32841g or YALI1B22321g or YALI1C23601g,7,4,"C_cy,C_ex",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,False
R857,glycerol transport via channel,transport,YALI1F00616g,1,2,"C_cy,C_ex",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,False
R858,glycine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1C00550g or YALI1D18890g or YALI1B12781g,10,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R859,glycogen vacuolar 'transport' via autophagy,transport,,0,2,"C_cy,C_va",True,"metanetx.reaction,seed.reaction,seedr,vmhr,vmhreaction",False,False,True,False,False,False,,,True
R860,GTP/GDP translocase,transport,YALI1C20198g,1,6,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R861,guanine transport,transport,YALI1D09453g or YALI1F38220g,2,4,"C_cy,C_ex",True,"bigg.reaction,biggr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,False
R862,inositol transport,transport,YALI1F31381g,1,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R863,iron (II) transport,transport,,0,2,"C_cy,C_mi",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,True
R864,isoamyl acetate transport,transport,,0,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R865,isopentenyl diphosphate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R866,L-alanine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1B12781g or YALI1D18890g or YALI1C00550g,10,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R867,L-arganine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1B25360g or YALI1C00550g,9,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R868,L-asparagine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1C00550g or YALI1D18890g or YALI1E24567g,10,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R869,L-asparagine transport,transport,YALI1F37658g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R870,L-aspartate transport,transport,YALI1E13514g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R871,L-aspartate transport,transport,YALI1D14670g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R872,L-aspartate transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R873,L-carnitine transport,transport,YALI1C10232g,1,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R874,L-cystine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1E24567g or YALI1C00550g or YALI1D18890g,10,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R875,L-glutamate transport,transport,YALI1D34529g,1,4,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R876,L-glutamate transport,transport,YALI1D14670g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R877,L-glutamate transport,transport,YALI1C29920g or YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1C00550g or YALI1D18890g,10,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R878,L-glutamine transport,transport,YALI1F37658g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R879,L-glutamine transport,transport,YALI1E13514g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R880,L-glutamine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R881,L-histidine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R882,L-isoleucine transport,transport,YALI1F37658g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R883,L-isoleucine transport,transport,YALI1C04798g or YALI1E13514g,2,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R884,L-isoleucine transport,transport,YALI1B21538g or YALI1B25906g or YALI1B25553g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R885,L-lactate transport,transport,YALI1C21946g or YALI1C29538g or YALI1D25400g or YALI1D32568g or YALI1B25506g or YALI1E39128g,6,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R886,L-lactate transport,transport,YALI1C21946g or YALI1C29538g or YALI1D25400g or YALI1D32568g or YALI1B25506g or YALI1E39128g,6,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R887,"L-leucine transport, vacuoluar",transport,YALI1F37658g,1,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R888,"L-leucine transport, vacuoluar",transport,YALI1E13514g or YALI1C04798g,2,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R889,L-leucine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R890,L-lysine transport,transport,YALI1B12781g or YALI1B25360g or YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,9,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R891,L-methionine transport,transport,YALI1F33189g or YALI1C00550g or YALI1E12893g or YALI1D19951g or YALI1F10253g or YALI1B21538g or YALI1C10232g or YALI1B12781g or YALI1D11810g or YALI1F02074g or YALI1C24567g or YALI1F26427g or YALI1E24567g or YALI1C13768g or YALI1B25360g or YALI1B26205g or YALI1B25553g or YALI1B25906g or YALI1D18890g,19,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R892,L-phenylalanine transport,transport,YALI1B21538g or YALI1B25906g or YALI1B25553g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R893,L-proline transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1B12781g or YALI1D18890g,9,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R894,L-serine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1E24567g or YALI1C00550g or YALI1D18890g,10,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R895,L-threonine transport,transport,YALI1B21538g or YALI1B25906g or YALI1B25553g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R896,L-tryptophan transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,False
R897,L-tyrosine transport,transport,YALI1E21478g or YALI1F37658g,2,4,"C_cy,C_va",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,True
R898,L-tyrosine transport,transport,YALI1E13514g or YALI1C04798g,2,4,"C_cy,C_va",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,True
R899,L-tyrosine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,False
R900,L-valine transport,transport,YALI1B21538g or YALI1B25906g or YALI1B25553g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R901,lanosterol transport,transport,YALI1E17699g or YALI1F23922g or YALI1D34149g or YALI1B03910g or YALI1C28310g or YALI1B17155g,6,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R902,malate transport,transport,YALI1B04831g,1,4,"C_cy,C_mi",True,"bigg.reaction,biggr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,False
R903,NAD transport,transport,YALI1E19682g or YALI1E19682g,1,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R904,NAD transport,transport,YALI1E19682g,1,4,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R905,NAD transport,transport,YALI1E19682g,1,4,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R906,NAD transport,transport,YALI1E19682g,1,4,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R907,nicotinate transport,transport,YALI1F27989g or YALI1E32241g or YALI1F25984g or YALI1C11773g or YALI1D12723g or YALI1F35868g or YALI1E24113g or YALI1D15030g or YALI1C03848g or YALI1E24318g or YALI1F08885g or YALI1F36094g,12,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R908,octadecanoate (n-C18:0) transport,transport,,0,2,"C_cy,C_pe",False,,False,False,False,False,False,False,,,False
R909,ornithine transport,transport,YALI1D08734g,1,4,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R910,orntithine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g or YALI1B25360g or YALI1C00550g,9,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R911,oxaloacetate transport,transport,YALI1E04823g,1,4,"C_cy,C_mi",True,"bigg.reaction,biggr,metacyc.reaction,metacycr,metanetx.reaction,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,False,False,False,,,False
R912,pantothenate transport,transport,YALI1F10122g,1,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R913,pentaprenyl diphosphate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R914,phosphate transport,transport,YALI1E28300g or YALI1E36540g or YALI1D10768g or YALI1A15132g or YALI1A22275g,5,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R915,phosphate transport,transport,YALI1C07423g or YALI1F19090g,2,4,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R916,potassium transport,transport,YALI1B23153g,1,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R917,putrescine transport,transport,YALI1A07014g or YALI1F05509g or YALI1C05972g or YALI1F10342g or YALI1E13329g or YALI1B23017g or YALI1D26438g or YALI1D22274g or YALI1F18835g or YALI1F37272g or YALI1A11654g or YALI1E32118g or YALI1C10293g or YALI1D32619g or YALI1A00661g or YALI1C15048g or YALI1F05574g or YALI1B11448g or YALI1D27808g or YALI1C01129g or YALI1B27564g or YALI1A17640g or YALI1D25359g or YALI1C24488g or YALI1E25364g or YALI1A19862g or YALI1A15624g or YALI1F18429g or YALI1F32910g or YALI1F11396g or YALI1F04185g or YALI1C06006g,32,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R918,putrescine transport,transport,YALI1A15624g or YALI1F10342g,2,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R919,pyruvate transport,transport,YALI1C21946g or YALI1C29538g or YALI1D25400g or YALI1D32568g or YALI1B25506g or YALI1E39128g,6,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R920,S-adenosyl-L-methionine transport,transport,YALI1B21538g or YALI1B25553g or YALI1B25906g or YALI1C13768g or YALI1C24567g or YALI1E12893g or YALI1F26427g,7,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R921,S-adenosyl-L-methionine transport,transport,YALI1C26544g,1,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R922,S-methylmethionine permease,transport,YALI1B21538g or YALI1B25906g or YALI1C13768g,3,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R923,sodium proton antiporter,transport,YALI1C00999g or YALI1E02678g,2,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R924,spermidine transport,transport,YALI1A07014g or YALI1F05509g or YALI1C22751g or YALI1B05609g or YALI1E12893g or YALI1C00550g or YALI1C10232g or YALI1B12781g or YALI1D11810g or YALI1F02074g or YALI1E24567g or YALI1B25360g or YALI1B26205g or YALI1D18890g or YALI1B21538g or YALI1B25553g or YALI1F26427g or YALI1C13768g or YALI1B25906g or YALI1C24567g or YALI1C05972g or YALI1F10342g or YALI1E13329g or YALI1B23017g or YALI1D26438g or YALI1D22274g or YALI1F18835g or YALI1F37272g or YALI1A11654g or YALI1E32118g or YALI1C10293g or YALI1D32619g or YALI1A00661g or YALI1C15048g or YALI1F05574g or YALI1B11448g or YALI1D27808g or YALI1C01129g or YALI1B27564g or YALI1A17640g or YALI1D25359g or YALI1C24488g or YALI1E25364g or YALI1A19862g or YALI1A15624g or YALI1F18429g or YALI1F32910g or YALI1F11396g or YALI1F04185g or YALI1C06006g,50,4,"C_cy,C_ex",True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,False,False,False,,,False
R925,spermidine transport,transport,YALI1A15624g or YALI1F10342g,2,4,"C_cy,C_va",True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,False,False,False,,,True
R926,spermine transport,transport,YALI1A07014g or YALI1F05509g or YALI1C05972g or YALI1F10342g or YALI1E13329g or YALI1B23017g or YALI1D26438g or YALI1D22274g or YALI1F18835g or YALI1F37272g or YALI1A11654g or YALI1E32118g or YALI1C10293g or YALI1D32619g or YALI1A00661g or YALI1C15048g or YALI1F05574g or YALI1B11448g or YALI1D27808g or YALI1C01129g or YALI1B27564g or YALI1A17640g or YALI1D25359g or YALI1C24488g or YALI1E25364g or YALI1A19862g or YALI1A15624g or YALI1F18429g or YALI1F32910g or YALI1F11396g or YALI1F04185g or YALI1C06006g,32,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R927,spermine transport,transport,YALI1B27564g or YALI1A15624g or YALI1F10342g,3,4,"C_cy,C_va",False,,False,False,False,False,False,False,,,True
R928,succinate transport,transport,YALI1B04831g,1,4,"C_cy,C_mi",True,"bigg.reaction,biggr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,False
R929,succinate-fumarate transport,transport,YALI1E41148g,1,4,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R930,sulfate uniport,transport,YALI1F30179g or YALI1B23237g,2,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R931,sulfite transport,transport,YALI1E28779g,1,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R932,taurine transport,transport,,0,2,"C_cy,C_ex",True,"bigg.reaction,biggr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,,True
R933,thiamine diphosphate transport,transport,YALI1F26924g,1,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R934,thiamine transport,transport,YALI1D25037g,1,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R935,uracil transport,transport,YALI1D07232g,1,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R936,urea transport,transport,YALI1B05609g or YALI1C22751g,2,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R937,uridine transport,transport,YALI1D07232g,1,4,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R938,UTP transport,transport,YALI1F08225g,1,8,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R939,UTP/UMP antiport,transport,YALI1F08225g,1,6,"C_cy,C_mi",True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,True
R940,water diffusion,transport,YALI1F01981g,1,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R941,(1-3)-beta-D-glucan exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,,True
R942,(1-3)-beta-D-glucan transport,transport,,0,2,"C_cy,C_en",False,,False,False,False,False,False,False,,,False
R943,(R)-carnitine exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,crn,True
R944,(R)-lactate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,lac__D,False
R945,(R)-mevalonate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,mevR,False
R946,(R)-pantothenate exchange,exchange,,0,1,C_ex,True,"bigg.reaction,biggr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,pnto__R,False
R947,"(R,R)-2,3-butanediol exchange",exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,,True
R948,(S)-lactate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,lac__L,True
R949,(S)-malate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,mal__L,False
R950,1-(sn-glycero-3-phospho)-1D-myo-inositol exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,g3pi,True
R951,1-acylglycerophosphocholine exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,,True
R952,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion",transport,,0,2,"C_cy,C_nu",False,,False,False,False,False,False,False,,,False
R953,1D-myo-inositol 1-phosphate transport,transport,,0,2,"C_cy,C_er",False,,False,False,False,False,False,False,,,True
R954,2'-deoxyadenosine exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,dad_2,True
R955,2'-deoxyguanosine exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,dgsn,True
R956,2'-deoxyinosine exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,din,True
R957,2'-deoxyuridine exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,duri,True
R958,2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R959,2-dehydropantoate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R960,2-isopropylmalate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,,False
R961,2-isopropylmalate transport,transport,,0,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R962,2-isopropylmalate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R963,2-oxobutanoate transporter,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R964,2-oxoglutarate exchange,exchange,,0,1,C_ex,True,"bigg.reaction,biggr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,False,True,True,False,False,,akg,False
R965,2-oxoglutarate transport,transport,,0,2,"C_cy,C_nu",False,,False,False,False,False,False,False,,,True
R966,2-oxoglutarate transport,transport,,0,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R967,3-carboxy-4-methyl-2-oxopentanoate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R968,3-methyl-2-oxopentanoate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R969,3-octaprenyl-4-hydroxybenzoate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R970,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,metabolic,,0,5,C_cy,True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,True
R971,4-aminobenzoate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,4abz,False
R972,4-aminobenzoate transport,transport,,0,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,False
R973,4-aminobenzoate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R974,4-aminobutanal transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R975,4-aminobutyrate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,False
R976,4-hydroxy-2-oxoglutarate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R977,4-hydroxy-2-oxoglutarate transport,transport,,0,2,"C_cy,C_pe",False,,False,False,False,False,False,False,,,True
R978,4-hydroxybenzoate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R979,5'-nucleotidase (AMP),metabolic,YALI1A07887g or YALI1C27229g,2,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R980,5'-nucleotidase (dAMP),metabolic,YALI1A07887g or YALI1C27229g,2,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R981,5'-nucleotidase (dCMP),metabolic,YALI1F34187g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R982,5'-nucleotidase (dGMP),metabolic,YALI1A07887g or YALI1C27229g,2,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R983,5'-nucleotidase (dTMP),metabolic,YALI1F34187g,1,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R984,5'-nucleotidase (dUMP),metabolic,,0,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R985,5'-nucleotidase (GMP),metabolic,YALI1A07887g or YALI1C27229g,2,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R986,5'-nucleotidase (XMP),metabolic,YALI1A07887g or YALI1C27229g,2,4,C_cy,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,,,False
R987,5-aminolevulinate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,5aop,True
R988,5-aminolevulinate transport,transport,,0,2,"C_cy,C_mi",False,,False,False,False,False,False,False,,,True
R989,5-formethyltetrahydrofolate cyclo-ligase,metabolic,,0,5,C_mi,False,,False,False,False,False,False,False,,,False
R990,5-formyltetrahydrofolate:10-formyltetrahydrofolate isomerase,metabolic,,0,7,C_cy,True,"bigg.reaction,biggr,metanetx.reaction,seed.reaction,seedr",True,False,True,False,False,False,,,True
R991,5-formyltetrahydrofolic acid exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,5fothf,True
R992,"7,8-diaminononanoate exchange",exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,,True
R993,"7,8-diaminononanoate transport",transport,,0,2,"C_cy,C_ex",False,,False,False,False,False,False,False,,,True
R994,8-amino-7-oxononanoate exchange,exchange,,0,1,C_ex,False,,False,False,False,False,False,False,,,True
